country,year,month,date,shipments,container_total,shipments_vrac,weight_total
ARUBA,2021,Sep,9/1/2021,0,0,3,7561901
ARUBA,2021,Nov,11/1/2021,1,1,0,6740
ARUBA,2021,Dec,12/1/2021,2,2,2,4791997
AUSTRALIA,2019,Jan,1/1/2019,1,1,0,9410
AUSTRALIA,2019,Feb,2/1/2019,1,1,0,4899
AUSTRALIA,2019,Mar,3/1/2019,1,1,0,21037
AUSTRALIA,2019,Apr,4/1/2019,1,1,1,6549
AUSTRALIA,2019,Jun,6/1/2019,2,2,0,30630
AUSTRALIA,2019,Jul,7/1/2019,1,1,0,20270
AUSTRALIA,2019,Sep,9/1/2019,1,1,0,5676
AUSTRALIA,2019,Oct,10/1/2019,3,3,0,55670
AUSTRALIA,2020,Feb,2/1/2020,2,2,0,26070
AUSTRALIA,2020,Oct,10/1/2020,1,1,0,4996
AUSTRALIA,2021,May,5/1/2021,1,1,0,15680
AUSTRALIA,2021,Jul,7/1/2021,1,1,0,4603
AUSTRIA,2020,Dec,12/1/2020,0,0,1,30000000
BAHAMAS,2019,Mar,3/1/2019,5,5,6,19898827
BAHAMAS,2019,Apr,4/1/2019,3,3,7,27693334
BAHAMAS,2019,Jun,6/1/2019,0,0,2,4657796
BAHAMAS,2019,Jul,7/1/2019,5,5,6,7859343
BAHAMAS,2019,Aug,8/1/2019,0,0,3,8456435
BAHAMAS,2019,Sep,9/1/2019,0,0,3,3185790
BAHAMAS,2019,Oct,10/1/2019,0,0,5,11577452
BAHAMAS,2019,Nov,11/1/2019,1,1,1,1067085
BAHAMAS,2020,Jan,1/1/2020,0,0,2,4383548
BAHAMAS,2020,Feb,2/1/2020,0,0,1,1000363
BAHAMAS,2020,Jul,7/1/2020,1,1,0,9470
BAHAMAS,2020,Sep,9/1/2020,0,0,1,1400352
BAHAMAS,2020,Nov,11/1/2020,0,0,16,22733231
BAHAMAS,2021,Jan,1/1/2021,1,1,24,51750403
BAHAMAS,2021,Feb,2/1/2021,0,0,18,34591033
BAHAMAS,2021,Mar,3/1/2021,1,1,16,28620187
BAHAMAS,2021,Apr,4/1/2021,0,0,24,52183829
BAHAMAS,2021,May,5/1/2021,0,0,16,29464613
BAHAMAS,2021,Jun,6/1/2021,0,0,16,29168161
BAHAMAS,2021,Jul,7/1/2021,0,0,25,57304794
BAHAMAS,2021,Aug,8/1/2021,0,0,31,74891278
BAHAMAS,2021,Sep,9/1/2021,0,0,9,32374362
BAHAMAS,2021,Nov,11/1/2021,0,0,18,61982834
BANGLADESH,2019,Feb,2/1/2019,2,2,0,42570
BANGLADESH,2020,Mar,3/1/2020,1,1,0,7117
BANGLADESH,2021,Apr,4/1/2021,1,1,0,15050
BANGLADESH,2021,Oct,10/1/2021,3,3,0,63855
BARBADOS,2019,Jun,6/1/2019,1,1,0,11327
BARBADOS,2019,Oct,10/1/2019,1,1,0,24512
BARBADOS,2020,Mar,3/1/2020,1,1,0,11150
BARBADOS,2020,Jun,6/1/2020,1,1,0,9002
BARBADOS,2020,Sep,9/1/2020,1,1,0,24512
BARBADOS,2020,Dec,12/1/2020,2,2,0,12591
BARBADOS,2021,Jan,1/1/2021,1,1,0,1680
BARBADOS,2021,Mar,3/1/2021,1,1,0,3253
BARBADOS,2021,May,5/1/2021,1,1,1,3080282
BARBADOS,2021,Aug,8/1/2021,1,1,0,15876
BARBADOS,2021,Oct,10/1/2021,2,2,0,21381
BELGIUM,2019,Jan,1/1/2019,49,49,1,1094085
BELGIUM,2019,Feb,2/1/2019,107,107,3,2606508
BELGIUM,2019,Mar,3/1/2019,73,73,3,1567456
BELGIUM,2019,Apr,4/1/2019,85,85,3,1809802
BELGIUM,2019,May,5/1/2019,126,126,0,2472458
BELGIUM,2019,Jun,6/1/2019,50,50,1,994465
BELGIUM,2019,Jul,7/1/2019,45,45,1,970042
BELGIUM,2019,Aug,8/1/2019,90,90,2,2081623
BELGIUM,2019,Sep,9/1/2019,154,154,1,3421421
BELGIUM,2019,Oct,10/1/2019,163,163,3,3999717
BELGIUM,2019,Nov,11/1/2019,55,55,1,1476085
BELGIUM,2019,Dec,12/1/2019,101,101,0,2516721
BELGIUM,2020,Jan,1/1/2020,33,33,1,464116
BELGIUM,2020,Feb,2/1/2020,116,116,0,2799168
BELGIUM,2020,Mar,3/1/2020,74,74,5,1858669
BELGIUM,2020,Apr,4/1/2020,125,125,2,4041989
BELGIUM,2020,May,5/1/2020,96,96,0,2425950
BELGIUM,2020,Jun,6/1/2020,86,86,2,2105028
BELGIUM,2020,Jul,7/1/2020,90,90,0,2243795
BELGIUM,2020,Aug,8/1/2020,166,166,0,4121274
BELGIUM,2020,Sep,9/1/2020,150,150,0,3763326
BELGIUM,2020,Oct,10/1/2020,158,158,2,3867343
BELGIUM,2020,Nov,11/1/2020,116,116,0,2742575
BELGIUM,2020,Dec,12/1/2020,117,117,0,2950396
BELGIUM,2021,Jan,1/1/2021,114,114,0,2646647
BELGIUM,2021,Feb,2/1/2021,80,80,0,1579562
BELGIUM,2021,Mar,3/1/2021,60,60,0,1398476
BELGIUM,2021,Apr,4/1/2021,53,53,0,1136320
BELGIUM,2021,May,5/1/2021,45,45,0,984509
BELGIUM,2021,Jun,6/1/2021,47,47,0,1039298
BELGIUM,2021,Jul,7/1/2021,91,91,0,2166158
BELGIUM,2021,Aug,8/1/2021,62,62,0,1520840
BELGIUM,2021,Sep,9/1/2021,105,105,0,2395094
BELGIUM,2021,Oct,10/1/2021,186,186,0,4048406
BELGIUM,2021,Nov,11/1/2021,118,118,0,2853274
BELGIUM,2021,Dec,12/1/2021,121,121,0,2831565
BELIZE,2019,Feb,2/1/2019,4,4,0,81273
