id,fax_id,date,date2,container,shipper,consignee,port,country,weight,commodity,com_qty,com_unit,ship,voyage,carrier,shipments,container_total,shipments_vrac,weight_total,lat,lon
54653-1-431AIRGAZHYDUES1TAN-1,54653,12/16/2019,12/1/2019,1,AIR LIQUIDE TRINIDAD & TOBAGO LTD,GAZ INDUSTRIELS ASSOCIES SA,POINT LISAS,Trinidad and Tobago,26202,"HYDROGENE,GAZ RARES,AZOTE,OXYGENE,ELEMENTS NON METALLIQUES",1,"TANKS, RESERVOIRS",FOUMA,46N,SEABOARD MARINE,1,1,0,26202,10.4057,-61.4631
54660-1-431BLUPAREFFELS99PIE-1,54660,12/16/2019,12/1/2019,1,BLUE OCEAN FREIGHT,PARTICULIER,NORFOLK - VA,USA,10800,EFFETS PERSONNELS,99,PIECES,FOUMA,46N,SEABOARD MARINE,1,1,0,10800,42.119446,-71.325554
54670-1-431WORJOMARTRIE550PAQ-1,54670,12/16/2019,12/1/2019,1,WORLDWIDE CLOTHES SAS,JOMA SERVICES,RIO HAINA,Dominican Republic,24948,ARTICLE DE FRIPERIE,550,"PAQUET, COLIS",FOUMA,46N,SEABOARD MARINE,1,1,0,24948,18.417,-70.017
54679-2-432HANPR BATIES26PAL-1,54679,12/16/2019,12/1/2019,2,HANKOOK ATLASBX CO LTD,PR ENTREPRISE SA,BUSAN,South Korea,40669,BATTERIES,26,PALETTES,TRINIDAD TRADER,149E,COSCO SHIPPING,1,2,0,40669,35.10278,129.04028
54689-1-431SENKOACLIEUR62CAR-1,54689,12/16/2019,12/1/2019,1,SENIDI ELECTRONIC BUSINESS,KOA IMP EXP,NINGBO,China,4588,CLIMATISEUR,62,CARTON,TRINIDAD TRADER,149E,COSCO SHIPPING,1,1,0,4588,29.878185,121.54945
54698-2-432YIWMAXPAROTO286CAR-1,54698,12/16/2019,12/1/2019,2,YIWU NEWSUN IMPORT AND EXPORT CO LTD,MAXO SHOP,NINGBO,China,55150,PARTIES ET ACCESSOIRE DE MOTO,2866,CARTON,TRINIDAD TRADER,149E,COSCO SHIPPING,1,2,0,55150,29.878185,121.54945
54706-4-434UNIDORMARLES520CAR-1,54706,12/16/2019,12/1/2019,4,UNION CARGO SA,DORNO SERVICE,MIAMI - FL,USA,56770,MARCHANDISE GENERALE,520,CARTON,TRINIDAD TRADER,149N,"CROWLEY LINER SERVICES,INC",1,2,0,28385,25.77389,-80.193886
54715-13-4313FRIANTLAICRE199CAR-2,54715,12/16/2019,12/1/2019,13,FRIESLANDCAMPINA,ANTONIO HANDAL & CO,ROTTERDAM,Netherlands,249255,LAIT CONCENTRE NON SUCRE,19922,CARTON,TRINIDAD TRADER,149H,HAPAG-LLOYD,0,4,0,83085,51.916668,4.5
54722-1-431PARGACVIAEES250CAR-1,54722,12/16/2019,12/1/2019,1,PARTNERS NETWORK BV,GAC TRADING,ROTTERDAM,Netherlands,26590,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,2500,CARTON,TRINIDAD TRADER,149H,HAPAG-LLOYD,1,1,0,26590,51.916668,4.5
54732-1-431ARKELEREFEUR78CAR-1,54732,12/16/2019,12/1/2019,1,ARKEMIX,ELECTRO REFRI SA / CASAMI,NINGBO,China,4949,REFRIGERATEUR,78,CARTON,TRINIDAD TRADER,149E,ZIM LINES,1,1,0,4949,29.878185,121.54945
54742-1-431GUAROBMARLES489CAR-1,54742,12/16/2019,12/1/2019,1,GUANGZHOU LITIAN INTERNATIONAL TRAD,ROBERTO IMPORT EXPORT,DALIAN,China,15070,MARCHANDISE GENERALE,489,CARTON,TRINIDAD TRADER,149E,ZIM LINES,1,1,0,15070,38.912224,121.60222
54751-1-431NINLA MARLES332CAR-1,54751,12/16/2019,12/1/2019,1,NINGBO SINOVOE INTERNATIONAL CO LTD,LA MENAGERE SA,DALIAN,China,6958,MARCHANDISE GENERALE,332,CARTON,TRINIDAD TRADER,149E,ZIM LINES,1,1,0,6958,38.912224,121.60222
54758-6-436SG H &TISILE552BAL-1,54758,12/16/2019,12/1/2019,6,SG CORPORATION,H & H TEXTILES SA,BUSAN,South Korea,104794,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,5529,BALLES,TRINIDAD TRADER,149E,ZIM LINES,1,6,0,104794,35.10278,129.04028
54765-1-431SHEAIGMARLES401CAR-1,54765,12/16/2019,12/1/2019,1,SHENZHEN WEIGANG TECHNOLOGY CO,AIGLE CELL,KAOHSIUNG,Taiwan,6031,MARCHANDISE GENERALE,401,CARTON,TRINIDAD TRADER,149E,ZIM LINES,1,1,0,6031,22.613333,120.279167
54775-1-431YODCHEMARLES270CAR-1,54775,12/16/2019,12/1/2019,1,YODU CO LTD,CHELO DEPOT,NINGBO,China,12155,MARCHANDISE GENERALE,270,CARTON,TRINIDAD TRADER,149E,ZIM LINES,1,1,0,12155,29.878185,121.54945
54784-4-434ZHEJOSMARLES258CAR-1,54784,12/16/2019,12/1/2019,4,ZHEJIANG OSEE IMPORT & EXPORT,JOSIE SHOP,NINGBO,China,55740,MARCHANDISE GENERALE,2586,CARTON,TRINIDAD TRADER,149E,ZIM LINES,1,4,0,55740,29.878185,121.54945
54794-2-432PARCOMEFFELS2LOT-1,54794,12/17/2019,12/1/2019,2,PARTICULIER,COMPETENCE SHIPPING AND SERVICE,MIAMI - FL,USA,36469,EFFETS PERSONNELS,2,LOTS,BABUN EXPRESS,124S,ANTILLEAN MARINE SHIPPING  CORP,1,2,0,36469,25.77389,-80.193886
54801-2-432ALLLEBEFFELS136PIE-2,54801,12/17/2019,12/1/2019,2,ALLIANCE INTERNATIONAL SHIPPING LLC,LEBON M.S,PORT EVERGLADES - FL,USA,12873,EFFETS PERSONNELS,136,PIECES,DELPHINUS,109S,KING OCEAN SERVICES,1,1,0,6436,26.096666,-80.1275
54811-0-430FLASUNMARLES1PAL-1,54811,12/17/2019,12/1/2019,0,FLAMINGO LINE DE GUATEMALA SA,SUNAUTO SA,SANTO THOMAS,Guatemala,542,MARCHANDISE GENERALE,1,PALETTES,DELPHINUS,109S,KING OCEAN SERVICES,1,0,1,542,15.68666392,-88.60749757
54820-0-430MARCARPARION10CAR-2,54820,12/17/2019,12/1/2019,0,MARUTI SUZUKI INDIA,CARIBE MOTORS SA,VADODARA,India,117,"PARTIES, ACCESSOIRE VOITURE, TRACTEUR BUS DEPANEUSE CAMION",10,CARTON,DELPHINUS,109S,KING OCEAN SERVICES,1,0,1,59,22.310696,73.192635
54828-0-430TEMKIMPIEUES4PIE-1,54828,12/17/2019,12/1/2019,0,TEMCO INTERNATIONAL CORP,KIMAZOU ENERGIE SA,PORT EVERGLADES - FL,USA,1122,PIECES ET PARTIES MECANIQUES,4,PIECES,DELPHINUS,109S,KING OCEAN SERVICES,1,0,1,1122,26.096666,-80.1275
54837-1-431AJISIPSELIUM160SAC-1,54837,12/18/2019,12/1/2019,1,AJINOMOTO CO (THAILAND) LTD,SIPAL HAITI SA,BANGKOK,Thailand,17072,SEL ET CHLORURE DE SODIUM,1600,"SACS, SACHETS",ARKADIA,111,EVERGREEN,1,1,0,17072,13.753979,100.50144
54847-1-431CURCUICUIRES10PAL-1,54847,12/18/2019,12/1/2019,1,CURTIEMBRE RUFINO MELERO,CUIRS HAWTAN,VALPARAISO - CL,Chile,18906,"CUIRS,PEAUX DE BOVINS ET D'EQUIDES EPILEES,PREPARES",10,PALETTES,ARKADIA,111,EVERGREEN,1,1,0,18906,-33.03558,-71.626953
54857-2-432INFODIMARLES665PAQ-1,54857,12/18/2019,12/1/2019,2,INFINITY LOGISTICS AGENCY CORP,ODILA SHOP,COLON,Panama,11461,MARCHANDISE GENERALE,665,"PAQUET, COLIS",ARKADIA,111,EVERGREEN,1,2,0,11461,9.359167,-79.90139
54867-1-431PLAGROOUVUES361PAQ-1,54867,12/18/2019,12/1/2019,1,PLASTICOS RIMAX SA,GROUP SEHSA,BUENAVENTURA,Colombia,4257,OUVRAGES EN PLASTIQUES,361,"PAQUET, COLIS",ARKADIA,111,EVERGREEN,1,1,0,4257,3.880099,-77.031166
54877-1-431WELDORVETILE361CAR-1,54877,12/18/2019,12/1/2019,1,WELLFRESH CO LTD,DORNO SERVICE,CHIWAN,China,19140,VETEMENT DE TOUT GENRE CONFECTIONNE EN PRODUIT TEXTILE,361,CARTON,ARKADIA,111,EVERGREEN,1,1,0,19140,22.482086,113.885025
54886-5-435ASCUNISYSGIE48PAQ-1,54886,12/18/2019,12/1/2019,5,ASCOT INDUSTRIAL SRL,UNIGESTION HOLDING SA,GIOIA TAURO,Italy,119905,SYSTEME GENERATEUR D ENERGIE,48,"PAQUET, COLIS",ARKADIA,111N,MAERSK LINE,1,5,0,119905,38.416668,15.9
54896-1-431INCCHAFILEAU7PAQ-1,54896,12/18/2019,12/1/2019,1,INCATEMA CONSULTING AND ENGINEERING SL,CHATELAIN CARGO SERVICES INC,SEVILLA,Spain,4347,"FILTRE POUR EAU, MATERIEL POUR PURIFICATION D'EAU",7,"PAQUET, COLIS",ARKADIA,111N,MAERSK LINE,1,1,0,4347,37.38241,-5.976133
54906-2-432PT.SODSAVTTE980CAR-1,54906,12/18/2019,12/1/2019,2,ORSON INDON,SODIPAL SA,JAKARTA,Indonesia,56252,SAVONS DE TOILETTE,9800,CARTON,ARKADIA,111N,MAERSK LINE,1,2,0,56252,-6.174444,106.829445
54916-1-431WENWENMARLES635CAR-1,54916,12/18/2019,12/1/2019,1,WENLING IMPORT-EXPORT,WENLING HONGYUAN TRAFFIC ENGINEERING SA,NINGBO,China,24660,MARCHANDISE GENERALE,635,CARTON,ARKADIA,111N,MAERSK LINE,1,1,0,24660,29.878185,121.54945
54926-1-431PIEAGEEFFELS40PAQ-1,54926,12/18/2019,12/1/2019,1,PIER 17 PANAMA,AGEMAR SA,MANZANILLO - PA,Panama,7998,EFFETS PERSONNELS,40,"PAQUET, COLIS",ARKADIA,111N,SEALAND,1,1,0,7998,9.364915,-79.88098
54936-1-431ALLLESPAPIER18ROU-1,54936,12/19/2019,12/1/2019,1,ALLIANCE CONVERTING LLC,LES ENTREPRISES DESCHAMPS-FRISCH SA,MIAMI - FL,USA,19210,PAPIER,18,"ROULEAUX, BOBINE",SARA REGINA,154S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,19210,25.77389,-80.193886
54946-1-431F. SOSHARCOT100SAC-1,54946,12/19/2019,12/1/2019,1,F GARCIA WHOLESALE EXPORT INC,SOS IMPORT-EXPORT,MIAMI - FL,USA,20593,HARICOT,1000,"SACS, SACHETS",SARA REGINA,154S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,20593,25.77389,-80.193886
54954-6-436KAMSYLFROBLE500SAC-1,54954,12/19/2019,12/1/2019,6,KAM LONG COMPANY,SYLLA DISTRIBUTION,MIAMI - FL,USA,124621,FROMENT DE BLE,5000,"SACS, SACHETS",SARA REGINA,154S,ANTILLEAN MARINE SHIPPING  CORP,1,3,0,62311,25.77389,-80.193886
54962-0-430PARPAREFFELS1PAL-2,54962,12/19/2019,12/1/2019,0,PARTICULIER,PARTICULIER,MIAMI - FL,USA,6101,EFFETS PERSONNELS,1,PALETTES,SARA REGINA,154S,ANTILLEAN MARINE SHIPPING  CORP,0,0,0,2034,25.77389,-80.193886
54970-1-431SENINVINVTER3PAL-1,54970,12/19/2019,12/1/2019,1,SENSATA TECHNOLOGIES,INVERTECH,MIAMI - FL,USA,1266,INVERTER,3,PALETTES,SARA REGINA,154S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,1266,25.77389,-80.193886
54979-1-431WESDARGRACER12PAL-1,54979,12/19/2019,12/1/2019,1,WESTAR SEEDS INTERNATIONAL INC,DARBOUCO SA,MIAMI - FL,USA,7113,"GRAINES, FRUITS ET SPORES A ENSEMENCER",12,PALETTES,SARA REGINA,154S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,7113,25.77389,-80.193886
54988-1-431DONHAICARTON832PAQ-1,54988,12/20/2019,12/1/2019,1,DONGHWA POLY,HAITI CHEUNG WON SA,SEOUL,South Korea,18060,CARTON,832,"PAQUET, COLIS",CFS PAFILIA,0RU21R1,CMA/CGM,1,1,0,18060,37.456257,126.705208
54998-5-435LAMSOGVIAFRI725CAR-1,54998,12/20/2019,12/1/2019,5,LAMEX FOODS INC,SOGEDIPA SA,SAVANNAH - GA,USA,138120,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",7250,CARTON,CFS PAFILIA,0RU21R1,CMA/CGM,1,5,0,138120,32.083332,-81.1
55006-1-431NINHONVETILE505CAR-1,55006,12/20/2019,12/1/2019,1,NINGBO HUANGCUNYOU IMPORT & EXPORT,HONGBO SHOP,NINGBO,China,11400,VETEMENT DE TOUT GENRE CONFECTIONNE EN PRODUIT TEXTILE,505,CARTON,CFS PAFILIA,0RU21R1,CMA/CGM,1,1,0,11400,29.878185,121.54945
55016-1-431SOPALLCOLAPE20PAL-1,55016,12/20/2019,12/1/2019,1,SOPREMA CARAIBES,ALLIANCE DISTRIBUTION SA,LE HAVRE,France,21641,"COLLES ET AUTRES ADHESIFS PREPARES,TAPE",20,PALETTES,CFS PAFILIA,0RU21R1,CMA/CGM,1,1,0,21641,49.5,0.133333
55026-4-434GILQUATISILE196BAL-1,55026,12/20/2019,12/1/2019,4,GILDAN MAYAN TEXTILES DE RL,QUANTUM APAREIL SA,PUERTO CORTES,Honduras,57532,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,196,BALLES,K STORM,9051S,"CROWLEY LINER SERVICES,INC",1,4,0,57532,11.5301,122.3975
55036-1-431SYSEPIALILES218CAR-1,55036,12/20/2019,12/1/2019,1,SYSCO INTERNATIONAL FOOD GROUP INC,EPID'OR,PORT EVERGLADES - FL,USA,23729,ALIMENTS CONGELES,2184,CARTON,K STORM,9051S,"CROWLEY LINER SERVICES,INC",1,1,0,23729,26.096666,-80.1275
55046-2-432F. JIMHARCOT100SAC-1,55046,12/20/2019,12/1/2019,2,F GARCIA WHOLESALE EXPORT INC,JIMMY NAZAIRE IMP-EXP,MIAMI - FL,USA,45360,HARICOT,1000,"SACS, SACHETS",PEPIN EXPRESS,172S,ANTILLEAN MARINE SHIPPING  CORP,1,2,0,45360,25.77389,-80.193886
55055-2-432LA LEBPRESES220SAC-1,55055,12/20/2019,12/1/2019,2,LA CRETE JEHOVAH JIREH,LEBON M.S,MIAMI - FL,USA,34101,PREPARATIONS ALIMENTAIRES DIVERSES,2200,"SACS, SACHETS",PEPIN EXPRESS,172S,ANTILLEAN MARINE SHIPPING  CORP,1,2,0,34101,25.77389,-80.193886
55063-1-431WINGLOMARLES126PIE-1,55063,12/20/2019,12/1/2019,1,WINSYSTEM GROUP INC,GLOBAL HOME & OFFICE SMART,MIAMI - FL,USA,7737,MARCHANDISE GENERALE,126,PIECES,PEPIN EXPRESS,172S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,7737,25.77389,-80.193886
55072-1-431GENPLUDYS0ML80CAR-3,55072,12/21/2019,12/1/2019,1,GENO PHARMACEUTICALS LTD,PLURIPHARMA SA,NHAVA SHEVA,India,21454,DYSPEP 30ML,80,CARTON,COLOMBO,PD950A,MEDITERRANEAN SHIPPING CO,0,0,0,3065,18.975,72.825836
55077-1-431HAWCUIPROUIR86PAQ-1,55077,12/21/2019,12/1/2019,1,HAWTAN LEATHERS,CUIRS HAWTAN,MIAMI - FL,USA,17213,PRODUIT CHIMIQUE POUR LA FABICATION DES OUVRAGES EN CUIR,86,"PAQUET, COLIS",COLOMBO,PD950A,MEDITERRANEAN SHIPPING CO,1,1,0,17213,25.77389,-80.193886
55087-5-435MISCRICATINA216CAR-1,55087,12/21/2019,12/1/2019,5,MISSIATO INDUSTRIA E COMERCIO LTDA,CRISTO SA,SANTOS,Brazil,140400,CATUABA FELINA,21600,CARTON,COLOMBO,PD950A,MEDITERRANEAN SHIPPING CO,1,5,0,140400,-23.95,-46.333332
55096-1-431PARPARVOIION1UNI-1,55096,12/21/2019,12/1/2019,1,PARTICULIER,PARTICULIER,RIO HAINA,Dominican Republic,16329,VOITURE D'OCCASION,1,UNITES,COLOMBO,PD950A,MEDITERRANEAN SHIPPING CO,1,1,0,8165,18.417,-70.017
55106-1-431VIRCLOCHARET525PAQ-1,55106,12/21/2019,12/1/2019,1,VIRAQUA LIMITED,CLOXA IMPORT EXPORT SA,HONG KONG,China,12600,"CHAISE, TABOURET",525,"PAQUET, COLIS",COLOMBO,PD950A,MEDITERRANEAN SHIPPING CO,1,1,0,12600,22.283333,114.15
55116-1-431ALLNEWEFFELS1LOT-1,55116,12/22/2019,12/1/2019,1,ALLIANCE INTERNATIONAL SHIPPING LLC,NEW ENGLAND AND WORLD MISSIONS,MIAMI - FL,USA,9072,EFFETS PERSONNELS,1,LOTS,AS SAMANTA,1S,SEABOARD MARINE,1,1,0,9072,25.77389,-80.193886
55124-0-430CONPAREFFELS2SKI-1,55124,12/22/2019,12/1/2019,0,CONCEPT IN FREIGHT,PARTICULIER,PORT EVERGLADES - FL,USA,1057,EFFETS PERSONNELS,2,"SKID, CALE, TRAINEAU",AS SAMANTA,1S,SEABOARD MARINE,1,0,1,1057,26.096666,-80.1275
55135-2-432ONEACKPROLES356CAI-1,55135,12/22/2019,12/1/2019,2,ONE GLOBE INC,ACK WHOLESALE SA,MIAMI - FL,USA,17765,PRODUITS A BASE DE CEREALES,3569,CAISSES,AS SAMANTA,1S,SEABOARD MARINE,1,2,0,17765,25.77389,-80.193886
55142-3-433SCALOVAIDSES70PAL-2,55142,12/22/2019,12/1/2019,3,SCAN SHIPPING INC,LOVE A CHILD ONG,MIAMI - FL,USA,34165,AIDES HUMANITAIRES DIVERSES,70,PALETTES,AS SAMANTA,1S,SEABOARD MARINE,1,2,0,17083,25.77389,-80.193886
55150-0-430TECBHPPREUES2SKI-1,55150,12/22/2019,12/1/2019,0,TECHNICO-FLOR INC,BHP INDUSTRIES SA,MIAMI - FL,USA,978,PREPARATIONS CHIMIQUES,2,"SKID, CALE, TRAINEAU",AS SAMANTA,1S,SEABOARD MARINE,1,0,1,978,25.77389,-80.193886
55158-4-434AROPARVOIION7UNI-1,55158,12/23/2019,12/1/2019,4,AROMARK SHIPPING LLC,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,68114,VOITURE D'OCCASION,7,UNITES,AS FAUSTINA,40BIS,SEABOARD MARINE,0,1,0,22705,40.68155,-74.1505
55167-1-431MARPAREFFELS120PAQ-1,55167,12/23/2019,12/1/2019,1,MARINE EXPRESS,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,12728,EFFETS PERSONNELS,120,"PAQUET, COLIS",AS FAUSTINA,40BIS,SEABOARD MARINE,1,1,0,12728,40.68155,-74.1505
55177-12-4312AN3CHAEFFELS19LOT-2,55177,12/23/2019,12/1/2019,12,AN32 SAS,CHATELAIN CARGO SERVICES INC,LE HAVRE,France,70500,EFFETS PERSONNELS,19,LOTS,ASIAN TRADER,19050E,COSCO SHIPPING,1,6,0,35250,49.5,0.133333
55184-2-432CHOLESOUTTIL746CAR-1,55184,12/23/2019,12/1/2019,2,CHONGQING AMITY MACHINERY CO LTD,LES COULEURS INFINIES SA,CHONGQING,China,29056,"OUTIL DE TOUT TYPE, OUTIL INTERCHANGEABLE, COFFRE A OUTIL",746,CARTON,ASIAN TRADER,19050E,COSCO SHIPPING,1,1,0,14528,29.562778,106.55278
55193-18-4318IFBCARVOIION8UNI-1,55193,12/23/2019,12/1/2019,18,IFB INTERNATIONAL FREIGHT BRIDGE,CARIMPEX,LE HAVRE,France,278510,VOITURE D'OCCASION,8,UNITES,ASIAN TRADER,19050E,COSCO SHIPPING,1,9,0,139255,49.5,0.133333
55203-1-431ANCLESCIGBAC118CAI-1,55203,12/23/2019,12/1/2019,1,ANCHI SA,LES ENTREPRISES CELISE,MANZANILLO - PA,Panama,17775,"CIGARES,CIGARILLOS,CIGARETTES CONTENANT DU TABAC",1185,CAISSES,ASIAN TRADER,050N,"CROWLEY LINER SERVICES,INC",1,1,0,17775,9.364915,-79.88098
55210-20-4320COMGK SUCRES200SAC-1,55210,12/23/2019,12/1/2019,20,COMPANIA AZUCARERA CHUMBAGUA SA,GK IMPORT EXPORT,PUERTO CORTES,Honduras,550600,SUCRES,20000,"SACS, SACHETS",ASIAN TRADER,050H,HAPAG-LLOYD,1,20,0,550600,11.5301,122.3975
55220-1-431AAKCANGRAALE960CAR-1,55220,12/23/2019,12/1/2019,1,AAK MEXICO SA DE CV,CANNEX SA,VERACRUZ,Mexico,24750,GRAISSE VEGETALE,960,CARTON,ASIAN TRADER,050E,ZIM LINES,1,1,0,24750,14.916667,-88.78333
55230-0-430SHETOTESSEUR142KG-1,55230,12/23/2019,12/1/2019,0,SHELL TRADING (US) COMPANY,TOTAL HAITI SA,HOUSTON - TX,USA,14248072,ESSENCE POUR MOTEUR,14248072,KG,SILVER ETREMA,55,PDVSA RVAM,1,0,1,14248072,29.763056,-95.36305
55240-1-431CONLESMATAGE8PAL-2,55240,12/24/2019,12/1/2019,1,CONCEPT IN FREIGHT,LES ENTREPRISES PLASTECH HAITI SA,PORT EVERGLADES - FL,USA,2181,MATERIEL POUR EMBALLAGE ET STOCKAGE,8,PALETTES,DELPHINUS,110S,KING OCEAN SERVICES,1,1,0,1090,26.096666,-80.1275
55249-0-430LAPPARPRESES1CAR-1,55249,12/24/2019,12/1/2019,0,LAPARKAN TRADING LTD,PARTICULIER,PORT EVERGLADES - FL,USA,146,PREPARATIONS ALIMENTAIRES DIVERSES,1,CARTON,DELPHINUS,110S,KING OCEAN SERVICES,1,0,1,146,26.096666,-80.1275
55258-34-4334STSTASALILES680CAR-1,55258,12/24/2019,12/1/2019,34,STS SHIPPING AND TRADINGS,TASHA STORE SA,PORT EVERGLADES - FL,USA,801951,ALIMENTS CONGELES,680,CARTON,DELPHINUS,110S,KING OCEAN SERVICES,1,34,0,801951,26.096666,-80.1275
55266-0-430FLOBRAVENION1CAR-2,55266,12/28/2019,12/1/2019,0,FLORIDA PURCHASING AGENCY,BRASSERIE NATIONALE D'HAITI SA,MIAMI - FL,USA,281,"VENTILATEUR, APPAREIL DE VENTILATION",1,CARTON,BABUN EXPRESS,125S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,141,25.77389,-80.193886
55275-0-430PANSOLMELTES1PAL-1,55275,12/28/2019,12/1/2019,0,PAN AMERICAIN FRAGRANCES INC,SOLEMIR,MIAMI - FL,USA,1880,MELANGE DE SUBSTANCES ODORIFIANTES,1,PALETTES,BABUN EXPRESS,125S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,940,25.77389,-80.193886
55281-0-430RAMUNISILRES3PAL-1,55281,12/28/2019,12/1/2019,0,RAMEX INTERNATIONAL INC,UNIPIECE SA,MIAMI - FL,USA,1440,"SILICONES,FORMES PRIMAIRES",3,PALETTES,BABUN EXPRESS,125S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,720,25.77389,-80.193886
55291-5-435BROJIMHARCOT252SAC-1,55291,12/28/2019,12/1/2019,5,BROADGRAIN ARGENTINA SA,JIMMY NAZAIRE IMP-EXP,BUENOS AIRES,Argentina,126300,HARICOT,2522,"SACS, SACHETS",CFS PAFILIA,0RU22R1,CMA/CGM,1,5,0,126300,-34.603722,-58.381592
55300-4-434EVISOGVIAFRI960CAR-1,55300,12/28/2019,12/1/2019,4,EVIA FOODS SAS,SOGEDIPA SA,LE HAVRE,France,51800,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",9600,CARTON,CFS PAFILIA,0RU22R1,CMA/CGM,1,4,0,51800,49.5,0.133333
55310-1-431L'OMR.PARTTE235CAR-1,55310,12/28/2019,12/1/2019,1,L'OREAL,MR. JEAN GEORGES MOURRA SA,LE HAVRE,France,9597,PARFUMS ET EAUX DE TOILETTE,2358,CARTON,CFS PAFILIA,0RU22R1,CMA/CGM,1,1,0,9597,49.5,0.133333
55319-20-4320NAZCRIHUILME199BID-2,55319,12/28/2019,12/1/2019,20,NAZA TRADING COMPANY INC,CRISTO SA,JAKARTA,Indonesia,494254,HUILE DE PALME,19960,BIDON,CFS PAFILIA,0RU22R1,CMA/CGM,1,10,0,247127,-6.174444,106.829445
55328-1-431REMASSMARINE206CAR-1,55328,12/28/2019,12/1/2019,1,REMIA C.V,ASSOCIATED FOOD DISTRIBUTORS SA,ROTTERDAM,Netherlands,19874,MARGARINE,2060,CARTON,CFS PAFILIA,0RU22R1,CMA/CGM,1,1,0,19874,51.916668,4.5
55337-3-433TILPEHASTROP896CAR-3,55337,12/28/2019,12/1/2019,3,TIL HEALTHCARE PVT LTD,PEHACHEVE SA,CHENNAI,India,49190,ASTYFER SIROP,896,CARTON,CFS PAFILIA,0RU22R1,CMA/CGM,0,1,0,12298,13.08333,80.28333
55343-5-435ALICRIPREANT80PAL-1,55343,12/28/2019,12/1/2019,5,ALIBRA INGREDIENTES LTDA,CRISTO SA,SANTOS,Brazil,123416,PREPARATIONS ALIMENTAIRES POUR BEBE ET ENFANT,80,PALETTES,GSL VALERIE,PD951A,MEDITERRANEAN SHIPPING CO,1,3,0,61708,-23.95,-46.333332
55352-1-431CORLESVIAFRI139CAI-1,55352,12/28/2019,12/1/2019,1,CORPORACION AVICOLA SA (CORPASA),LES ALIMENTS CONGELES SA,RIO HAINA,Dominican Republic,29016,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1395,CAISSES,GSL VALERIE,PD951A,MEDITERRANEAN SHIPPING CO,1,1,0,29016,18.417,-70.017
55361-1-431GV UNIPARION17CAR-1,55361,12/28/2019,12/1/2019,1,GV DORAL LOGISTICS S DE RL DE CV,UNIVERSAL MOTORS SA,ALTAMIRA,Mexico,3860,"PARTIES, ACCESSOIRE VOITURE, TRACTEUR BUS DEPANEUSE CAMION",17,CARTON,GSL VALERIE,PD951A,MEDITERRANEAN SHIPPING CO,1,1,0,3860,22.39215,-97.93867
55370-2-432RAJCASALLTES470CAR-1,55370,12/28/2019,12/1/2019,2,RAJARATHNAM PRINTERS,CASSIS FRERES SA,TAMIL NADU,India,38775,ALLUMETTES,4700,CARTON,GSL VALERIE,PD951A,MEDITERRANEAN SHIPPING CO,1,2,0,38775,11.127123,78.656891
55378-33-4333ALLPARVOIION1UNI-1,55378,12/29/2019,12/1/2019,33,ALLIANCE INTERNATIONAL SHIPPING LLC,PARTICULIER,MIAMI - FL,USA,498238,VOITURE D'OCCASION,1,UNITES,AS FAUSTINA,41S,SEABOARD MARINE,0,11,0,166079,25.77389,-80.193886
55388-1-431HORHUISAUONS14CAI-1,55388,12/29/2019,12/1/2019,1,HORMEL FOODS INTERNATIONAL,HUILERIES HAITIENNES SA,PORT EVERGLADES - FL,USA,12451,"SAUCISSES, SAUCISSONS",14,CAISSES,AS FAUSTINA,41S,SEABOARD MARINE,1,1,0,12451,26.096666,-80.1275
55398-1-431SCALOVAIDSES35PAL-1,55398,12/29/2019,12/1/2019,1,SCAN SHIPPING INC,LOVE A CHILD ONG,LOS ANGELES - CA,USA,15422,AIDES HUMANITAIRES DIVERSES,35,PALETTES,AS FAUSTINA,41S,SEABOARD MARINE,1,1,0,15422,33.720538,-118.252984
55405-13-4313AROPARARTSON919PIE-2,55405,12/30/2019,12/1/2019,13,AROMARK SHIPPING LLC,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,121948,"ARTICLES, ACCESSOIRE DE MAISON",919,PIECES,AS SAMANTA,1N,SEABOARD MARINE,0,4,0,40649,40.68155,-74.1505
