id,fax_id,date,container,shipper,consignee,port,country2,weight,commodity,com_qty,com_unit,ship,voyage,carrier,shipments,container_total,shipments_vrac,weight_total,lat,lon
18853-1-431KIDDENGOMNES96DRU-1,18853,8/27/2018,1,KIDS 'R US LTD,DENISE B. LARCO N,HUANGPU,CHINA,22368,"GOMME LAQUE; GOMMES, RESINES",96,DRUMS,ARKADIA,061N,MAERSK LINE,1,1,0,22368,23.092896,113.441485
18943-1-431VIRTROEXTRES960CAR-1,18943,8/27/2018,1,VIRGINIA DARE EXTRACT CO,TROPIC SA,PORT NEWARK ELIZABETH - NJ,USA,24228.88,"EXTRAITS, ESSENCES ET CONCENTRES",960,CARTON,HANSA FREYBURG,69BIS,SEABOARD MARINE,1,1,0,24228.88,40.68155,-74.1505
19039-1-431MULSODSAVCAL440CAR-1,19039,8/28/2018,1,MULTI COMMODITY INTERNATIONAL LTD,SODIPAL SA,SHANGHAI,CHINA,26440,SAVON MEDICAL,4400,CARTON,ARKADIA,061N,EVERGREEN,1,1,0,26440,31.045555,121.39972
19134-4-434NUVHUISUCRES416SAC-1,19134,8/28/2018,4,NUVA TRADING,HUILERIES HAITIENNES SA,SANTOS,BRAZIL,104416,SUCRES,4160,"SACS, SACHETS",VEGA OMEGA,785ESUD,HAMBURG SUD NORTH AMERICA INC.,1,4,0,104416,-23.95,-46.333332
19226-1-431FLAPEHBUPFEN137CAR-4,19226,9/1/2018,1,FLAMINGO PHARMACEUTICALS LTD,PEHACHEVE SA,NHAVA SHEVA,INDIA,28393.2,BUPROFEN,137,CARTON,CFS PAFILIA,ORUO4,CMA/CGM,0.25,0.25,0,7098.3,18.975,72.825836
19314-5-435STABRACAIQUE250CAR-1,19314,9/1/2018,5,STAMPO INTERNACIONAL SA,BRASSERIE DE LA COURONNE SA,FREEPORT,BAHAMAS,30000,CAISSE ET PALETTE PLASTIQUE,25000,CARTON,LENA,68,"CROWLEY LINER SERVICES,INC",1,5,0,30000,26.533333,-78.7
19400-1-431ALLADMEFFELS1LOT-1,19400,9/2/2018,1,ALLIANCE INTERNATIONAL SHIPPING LLC,ADMINISTRATION COMMUNALE,MIAMI - FL,USA,21609.5,EFFETS PERSONNELS,1,LOTS,HANSA FREYBURG,70,SEABOARD MARINE,1,1,0,21609.5,25.77389,-80.193886
19485-1-431HAZHAZACCEES6PAL-1,19485,9/3/2018,1,HAZAMA ANDO CORPORATION,HAZAMA ANDO CORPORATION,YOKOHAMA,JAPAN,4067,"ACCESSOIRE, EQUIPEMENTS POUR CONSTRUCTIONS PREFABRIQUEES",6,PALETTES,ARKADIA,062N,MAERSK LINE,1,1,0,4067,35.74222,136.1
19571-3-433HB H &ACCIER115CAR-1,19571,9/3/2018,3,HB TRIM EL SALVADOR,H & H TEXTILES SA,SAN SALVADOR,EL SALVADOR,18873.85,"ACCESSOIRE DE TUYAUTERIE (RACCORD,COURBE...) EN FONTE,ACIER",1156,CARTON,HANSA AUGSBURG,79BIS,SEABOARD MARINE,1,3,0,18873.85,11.002778,122.83528
19667-1-431HARBRAAPPCRE462PIE-1,19667,9/5/2018,1,HARMATH INC,BRASSERIE DE LA COURONNE SA,SHANGHAI,CHINA,7365,APPAREIL POUR FABRICATION INDUSTRIELLE SUCRE,462,PIECES,ARKADIA,062N,EVERGREEN,1,1,0,7365,31.045555,121.39972
19760-4-434POWLEOCOUEBE803CAR-1,19760,9/5/2018,4,POWER SUCCESS (HONG KONG) LIMITED,LEO LUCA SA,XIAMEN,CHINA,43322.24,COUCHE POUR BEBE,8030,CARTON,CFS PACORA,311E,ZIM LINES,1,4,0,43322.24,24.479794,118.08187
19844-10-4310PARPAREFFELS107PIE-3,19844,9/7/2018,10,PARTICULIER,PARTICULIER,MIAMI - FL,USA,128696,EFFETS PERSONNELS,107,PIECES,TANGO III,147S,ANTILLEAN MARINE SHIPPING  CORP,0.2,2,0,25739.2,25.77389,-80.193886
19931-1-431NAVMINAIDRES126PAQ-1,19931,9/8/2018,1,NAVIGATION NETWORK INC,MINISTERE DES PECHEURS D'HOMMES,BALTIMORE - MD,USA,19196.94,AIDES ALIMENTAIRES,1260,"PAQUET, COLIS",NADRIELY,835A,MEDITERRANEAN SHIPPING CO,1,1,0,19196.94,39.29028,-76.6125
20024-1-431TECCANPARION120CAR-1,20024,9/9/2018,1,TECHNICOLOR DELIVERY TECH,CANAL + HAITI,BANGKOK,THAILAND,4720,PARTIE ET ACCESSOIRE POUR TELECOMMUNICATION,1200,CARTON,CFS PAFILIA,0RU05R,CMA/CGM,1,1,0,4720,13.753979,100.50144
20105-1-431ARJGAYVOIION2UNI-1,20105,9/10/2018,1,ARJE LOGISTICS,GAYDEM MARINE SYSTEMS LTD,PORT NEWARK ELIZABETH - NJ,USA,12881.33,VOITURE D'OCCASION,2,UNITES,HANSA FREYBURG,70BIS,SEABOARD MARINE,0.5,0.5,0,6440.665,40.68155,-74.1505
20195-8-438OBAHUISPATTI114CAR-1,20195,9/11/2018,8,OBA FOOD GIDA SANAYI VE TICARET A.S,HUILERIES HAITIENNES SA,MERSIN,TURKEY,224460,SPAGHETTI,1145,CARTON,CFS PAGOLA,193E,ZIM LINES,1,8,0,224460,36.732777,34.64417
20289-2-432SOUSOCVIAFRI267CAR-1,20289,9/12/2018,2,SOUTH FLORIDA FOODS INT'L INC,SOCIETE DE DISTRIBUTION GENERALE SA,SAVANNAH - GA,USA,50800,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2670,CARTON,ARKADIA,063N,SEALAND,1,2,0,50800,32.083332,-81.1
20385-30-4330F ACARLAIRES660CAR-1,20385,9/14/2018,30,F AND B NUTRITION SDN BHD,CARIBBEAN GRAIN COMPANY SA,PORT KLANG,MALAYSIA,649440,LAIT ET CREME DE LAIT NON CONCENTRES,66000,CARTON,JPO AQUARIUS,836A,MEDITERRANEAN SHIPPING CO,1,30,0,649440,3.033333,101.45
20477-0-430RAPPAREFFELS34PIE-1,20477,9/14/2018,0,RAPID EXPRESS,PARTICULIER,MIAMI - FL,USA,2336,EFFETS PERSONNELS,34,PIECES,SARA EXPRESS,661S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,2336,25.77389,-80.193886
20565-3-433FOOFOOAIDSES126CAI-2,20565,9/16/2018,3,FOOD FOR THE POOR,FOOD FOR THE POOR,KINGSTON,JAMAICA,48779,AIDES HUMANITAIRES DIVERSES,1260,CAISSES,CFS PAFILIA,ORU06,CMA/CGM,0.5,1.5,0,24389.5,17.995147,-76.7846006
20656-1-431ALLCANCHAIES2UNI-1,20656,9/18/2018,1,ALL FLORIDA LIQUIDATOR INC,CANNEX SA,PORT EVERGLADES - FL,USA,2974.21,CHARIOT ELEVATEUR ET PARTIES,2,UNITES,DELPHINUS,44S,KING OCEAN SERVICES,1,1,0,2974.21,26.096666,-80.1275
20750-2-432UNIFEFMARLES280CAR-2,20750,9/18/2018,2,UNION CARGO SA,FEFE SERVICES,COLON,PANAMA,41068.54,MARCHANDISE GENERALE,280,CARTON,VEGA OMEGA,8788N,HAPAG-LLOYD,0.5,1,0,20534.27,9.359167,-79.90139
20844-5-435IFBCAREFFELS1LOT-3,20844,9/21/2018,5,IFB INTERNATIONAL FREIGHT BRIDGE,CARIMPEX,LE HAVRE,FRANCE,85030,EFFETS PERSONNELS,1,LOTS,AS CLEOPATRA,UT837A,MEDITERRANEAN SHIPPING CO,0.333333333,1.666666667,0,28343.33333,49.5,0.133333
20935-1-431RIVASSPATRES190PIE-1,20935,9/21/2018,1,RIVIANA FOODS INC,ASSOCIATED FOOD DISTRIBUTORS SA,HOUSTON - TX,USA,17008.81,PATES ALIMENTAIRES,1908,PIECES,LENA,74,"CROWLEY LINER SERVICES,INC",1,1,0,17008.81,29.763056,-95.36305
21015-1-431CHOCODCOUEBE199CAR-1,21015,9/22/2018,1,CHONGQING BAIYA SANITARY PRODUCTS,CODIGEL SA,CHONGQING,CHINA,10975,COUCHE POUR BEBE,1994,CARTON,ARKADIA,064N,EVERGREEN,1,1,0,10975,29.562778,106.55278
21108-1-431MAYMINFRUAIS926CAI-1,21108,9/23/2018,1,MAYRSOHN INTERNATIONAL,MINUJUSTH (MISSION DES NATIONS UNIS POUR LA JUSTICE HA.,MIAMI - FL,USA,19620,FRUITS FRAIS,926,CAISSES,HANSA AUGSBURG,81,SEABOARD MARINE,1,1,0,19620,25.77389,-80.193886
21197-1-431WORMIDARTRIE550BAL-1,21197,9/25/2018,1,WORLDWIDE CLOTHING SA,MIDA SERVICES,RIO HAINA,DOMINICAN REPUBLIC,24948,ARTICLE DE FRIPERIE,550,BALLES,GLUECKSBURG,97N,SEABOARD MARINE,1,1,0,24948,18.417,-70.017
21283-2-432WINSODPAPQUE951CAR-1,21283,9/26/2018,2,WIN-STARR INTERNATIONAL INDUSTRY TRADING CO LTD,SODIPAL SA,CHIWAN,CHINA,16604,PAPIER HYGIENIQUE,951,CARTON,NEW YORK TRADER,18137E,COSCO SHIPPING,1,2,0,16604,22.482086,113.885025
21369-2-432LACCANLAIDRE192CAR-1,21369,9/29/2018,2,LACTALIS INGREDIENTS,CANNEX SA,ANTWERP,BELGIUM,48576,LAIT EN POUDRE,1920,CARTON,CFS PAFILIA,ORU08R,CMA/CGM,1,2,0,48576,51.216667,4.416667
21454-0-430PAVCARMACUES1PIE-1,21454,9/30/2018,0,PAVAN SPA,CARIBBEAN FOOD MANUFACTURING SA,MIAMI - FL,USA,133.81,"MACHINES,APPAREILS,PARTIES ET ACCESSOIRE MECANIQUES",1,PIECES,GLUECKSBURG,98,SEABOARD MARINE,1,0,1,133.81,25.77389,-80.193886
21547-11-4311ARJPAREFFELS106PIE-1,21547,10/1/2018,11,ARJE LOGISTICS,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,145994.93,EFFETS PERSONNELS,1067,PIECES,HANSA AUGSBURG,81N,SEABOARD MARINE,1,11,0,145994.93,40.68155,-74.1505
21635-0-430SAMTOPMARLES3PAL-1,21635,10/1/2018,0,SAM'S CLUB,TOPLINE JANITORIAL SUPPLIES & LOGO MATS,MIAMI - FL,USA,1065,MARCHANDISE GENERALE,3,PALETTES,SARA EXPRESS,663S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,1065,25.77389,-80.193886
21728-6-436ETES &TISILE912ROU-1,21728,10/3/2018,6,ETERNITY INTERNATIONAL FREIGHT FORWARDERS (HK) LTD,S&H GLOBAL SA,MANZANILLO - PA,PANAMA,118474.88,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,912,"ROULEAUX, BOBINE",ARKADIA,065N,EVERGREEN,0.333333333,2,0,39491.62667,9.364915,-79.88098
21817-1-431PARPARVOIION1PIE-2,21817,10/3/2018,1,PARTICULIER,PARTICULIER,BREMEN,GERMANY,6375,VOITURE D'OCCASION,1,PIECES,CFS PACORA,0315S,"CROWLEY LINER SERVICES,INC",0.333333333,0.333333333,0,2125,53.083332,8.8
21910-1-431CHECARSELIUM19PAL-1,21910,10/3/2018,1,CHEMELCO INTERNATIONAL B.V,CARRIBEX SA,TIANJIN,CHINA,21522,SEL ET CHLORURE DE SODIUM,19,PALETTES,YERUPAJA,18138E,COSCO SHIPPING,1,1,0,21522,39.142223,117.17667
22001-1-431AKAISLLINTES290CAR-1,22001,10/5/2018,1,AKANLAR CIKOLATE ICECEK GIDA SAN. VE NAKL TIC LTD,ISLAND DISTRIBUTION SA,MERSIN,TURKEY,17801.2,LINGETTES,2906,CARTON,MSC WESER,839A,MEDITERRANEAN SHIPPING CO,1,1,0,17801.2,36.732777,34.64417
22089-0-430AMEINTSYSEUR4PAL-1,22089,10/5/2018,0,AMEREX CORP,INTERNEGOCE SA,MIAMI - FL,USA,3367,"SYSTEME ANTI FEU, EXTINCTEUR",4,PALETTES,SARA EXPRESS,664S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,3367,25.77389,-80.193886
22167-13-4313COMVALCONURS113CAR-5,22167,10/6/2018,13,COMPAGNIE FRANCAISE D'ETUDES ET D'ENTREPRISE,VALERIO CANEZ SA,LE HAVRE,FRANCE,85481.29,CONGELATEURS,113,CARTON,CFS PAFILIA,ORU09,CMA/CGM,0.142857143,1.857142857,0,12211.61286,49.5,0.133333
22244-1-431HELCARALILES979CAR-1,22244,10/7/2018,1,HELMSMAN FREIGHT SOLUTION LLC,CARISA,MIAMI - FL,USA,24244.38,ALIMENTS CONGELES,979,CARTON,HANSA AUGSBURG,82,SEABOARD MARINE,1,1,0,24244.38,25.77389,-80.193886
22333-1-431PROPARVOISUV1UNI-1,22333,10/9/2018,1,PRO STYLE AUTO SALE INC,PARTICULIER,PORT EVERGLADES - FL,USA,2179.51,VOITURES SUV,1,UNITES,DELPHINUS,47S,KING OCEAN SERVICES,1,1,0,2179.51,26.096666,-80.1275
22426-1-431PARCARVOIION1UNI-1,22426,10/11/2018,1,PARTICULIER,CARIMPEX,LE HAVRE,FRANCE,24220,VOITURE D'OCCASION,1,UNITES,CFS PAGOLA,197,HAPAG-LLOYD,0.5,0.5,0,12110,49.5,0.133333
22519-1-431ARCFOOFEUINC13PAQ-1,22519,10/12/2018,1,ARC MANUFACTURING LTD,FOOD FOR THE POOR,KINGSTON,JAMAICA,23150,"FEUILLES,ET BANDE DE ZINC",13,"PAQUET, COLIS",ARKADIA,066N,EVERGREEN,1,1,0,23150,17.995147,-76.7846006
22614-0-430ZHECARETONON65ROU-1,22614,10/12/2018,0,ZHEJIANG SAINTYEAR TEXTILE CO LTD,CARIBBEAN ISLAND APPAREL SA,SHANGHAI,CHINA,4679,"ETOFFES EN LAINE,COTTON,POILS FINS EN BONNETERIE /NON",65,"ROULEAUX, BOBINE",ARKADIA,066N,EVERGREEN,1,0,1,4679,31.045555,121.39972
22706-25-4325LOUCARHUILME332CAR-1,22706,10/12/2018,25,LOUIS DREYFUS COMMODITIES ASIA PTE,CARIBBEAN GRAIN COMPANY SA,SURABAYA,INDONESIA,634243.75,HUILE DE PALME,33250,CARTON,CFS PAFILIA,0RU0AR1MA,CMA/CGM,1,25,0,634243.75,-7.249167,112.75083
22803-2-432CUSEURMATION35PAL-1,22803,10/12/2018,2,CUSTOM BUILDING PRODUCTS,EUROCERAM PLUS SA,MIAMI - FL,USA,44893,MATERIAUX DE CONSTRUCTION,35,PALETTES,SARA EXPRESS,665S,ANTILLEAN MARINE SHIPPING  CORP,1,2,0,44893,25.77389,-80.193886
22883-1-431ALLALCEFFELS1LOT-1,22883,10/14/2018,1,ALLIANCE INTERNATIONAL SHIPPING LLC,ALCIDE ALCINORD,MIAMI - FL,USA,15104.88,EFFETS PERSONNELS,1,LOTS,GLUECKSBURG,99,SEABOARD MARINE,1,1,0,15104.88,25.77389,-80.193886
22971-2-432NAVWORAIDRES110CAR-2,22971,10/14/2018,2,NAVIGATION NETWORK INC,WORLD HARVEST FOR CHURCH,HOUSTON - TX,USA,30730.88,AIDES ALIMENTAIRES,1100,CARTON,MSC ZEBRA,840A,MEDITERRANEAN SHIPPING CO,0.5,1,0,15365.44,29.763056,-95.36305
23058-4-434WALSOGVIAFRI188CAR-1,23058,10/16/2018,4,WALTKOCH LTD,SOGEDIPA SA,PORT EVERGLADES - FL,USA,25401.17,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",1884,CARTON,DELPHINUS,48S,KING OCEAN SERVICES,1,4,0,25401.17,26.096666,-80.1275
23146-1-431YIWPLACHAVES180CAR-1,23146,10/18/2018,1,YIWU FUSHU IMP AND EXPO CO LTD,PLAZA DE CHINE,SHANGHAI,CHINA,17108,CHAUSSURES NEUVES,1800,CARTON,CFS PACORA,317E,ZIM LINES,1,1,0,17108,31.045555,121.39972
23239-0-430E &PAREFFELS5PAL-1,23239,10/19/2018,0,E & K TRADING,PARTICULIER,MIAMI - FL,USA,4120,EFFETS PERSONNELS,5,PALETTES,SARA EXPRESS,666S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,4120,25.77389,-80.193886
23327-3-433NINLA APP..)131CAR-1,23327,10/20/2018,3,NINGBO SINOVOE INTERNATIONAL CO LTD,LA MENAGERE SA,NINGBO,CHINA,22066.76,"APPAREIL RECEPTEUR RADIO (RADIO CASSETTE,CD,USB)",1310,CARTON,AS CLEOPATRA,841A,MEDITERRANEAN SHIPPING CO,0.333333333,1,0,7355.586667,29.878185,121.54945
23415-3-433DHLDHLBATIES30PIE-1,23415,10/21/2018,3,DHL GLOBAL FORWARDING INC,DHL INTERNATIONAL HAITI SA,ALTAMIRA,MEXICO,70089,BATTERIES,30,PIECES,TAMPA TRADER,111,HAPAG-LLOYD,1,3,0,70089,22.39215,-97.93867
23501-1-431MOMMITARTRIE297PAQ-1,23501,10/22/2018,1,MOMA GROUP LIMITED,MITO DEPOT,YANTIAN,CHINA,17300,ARTICLE DE FRIPERIE,297,"PAQUET, COLIS",ARKADIA,067N,EVERGREEN,1,1,0,17300,22.556894,114.236897
23593-1-431BAVETABIERES189CAR-1,23593,10/22/2018,1,BAVARIA NV,ETABLISSEMENT COMERCIAL,ROTTERDAM,NETHERLANDS,19594,BIERES,1890,CARTON,CFS PAFILIA,ORUOBR,CMA/CGM,1,1,0,19594,51.916668,4.5
23678-1-431GILQUATISILE40CAR-1,23678,10/22/2018,1,GILDAN ACTIVEWEAR TEXTILE COMPANY,QUANTUM APAREIL SA,RIO HAINA,DOMINICAN REPUBLIC,17327.7,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,40,CARTON,GLUECKSBURG,99BIS,SEABOARD MARINE,1,1,0,17327.7,18.417,-70.017
23767-0-430ECUEQUVIS...110PAL-1,23767,10/23/2018,0,ECU WORLDWIDE,EQUIPEMENTS ET MECANIQUE SA (EMSA),PORT EVERGLADES - FL,USA,1026,"VIS, ECROU, CROHET, TIRE-FOND, RONDELLE (RESSORT), CLAVETTE",1109,PALETTES,DELPHINUS,49S,KING OCEAN SERVICES,1,0,1,1026,26.096666,-80.1275
23858-8-438PEAPACTISILE540PIE-1,23858,10/26/2018,8,PEACE TEXTILE AMERICA INC,PACIFIC SPORTS HAITI SA,PORT EVERGLADES - FL,USA,97864.66,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,5409,PIECES,LENA,84,"CROWLEY LINER SERVICES,INC",1,8,0,97864.66,26.096666,-80.1275
23936-0-430WESCLIPEIUX)1CAR-2,23936,10/26/2018,0,WESTLAND CONSTRUCTION,CLIPPER CO. SA,MIAMI - FL,USA,1668,"PEINTURE, VERNIS A BASE DE POLYMERES (MILIEU AQUEUX)",1,CARTON,SARA EXPRESS,667S,ANTILLEAN MARINE SHIPPING  CORP,0.5,0,0.5,834,25.77389,-80.193886
24027-1-431C.IAMASUCRES100SAC-1,24027,10/29/2018,1,CI DE AZUCARES Y MIELES SA,AMA TRADERS SA,CARTAGENA,COLOMBIA,25170,SUCRES,1000,"SACS, SACHETS",ARKADIA,68,EVERGREEN,1,1,0,25170,10.399722,-75.51444
24122-3-433CHECANFLAERE228CAR-1,24122,10/29/2018,3,CHEMCO PLASTIC INDUSTRIES PVT LTD,CANDID LIMITED,NHAVA SHEVA,INDIA,53352,FLACON ET TUBE EN PLASTIQUE ET EN AUTRE MATIERE,2280,CARTON,CFS PAFILIA,0RUOCR1MA,CMA/CGM,1,3,0,53352,18.975,72.825836
24213-1-431EMPSODPATRES341PAQ-1,24213,10/29/2018,1,EMPRESAS CAROZZI SA,SODIPAL SA,MANZANILLO - PA,PANAMA,23861.35,PATES ALIMENTAIRES,3416,"PAQUET, COLIS",HANSA AUGSBURG,83BIS,SEABOARD MARINE,1,1,0,23861.35,9.364915,-79.88098
24302-3-433AIRODIMARLES691CAR-1,24302,10/31/2018,3,AIR ET MER HAITI CARGO,ODILA SHOP,MANZANILLO - PA,PANAMA,10000,MARCHANDISE GENERALE,691,CARTON,VEGA OMEGA,8794N,"CROWLEY LINER SERVICES,INC",1,3,0,10000,9.364915,-79.88098
24395-2-432YIWBONMARLES103CAR-1,24395,11/1/2018,2,YIWU GUOLI IMPORT & EXPORT CO LTD,BONA JS SA,NINGBO,CHINA,15350,MARCHANDISE GENERALE,1035,CARTON,CFS PACORA,319E,ZIM LINES,1,2,0,15350,29.878185,121.54945
24483-15-4315CROCROCONDES15UNI-1,24483,11/3/2018,15,CROWLEY LINER SERVICES INC,CROWLEY LINER SERVICES INC,RIO HAINA,DOMINICAN REPUBLIC,15,CONTENEURS VIDES,15,UNITES,LENA,86,"CROWLEY LINER SERVICES,INC",1,15,0,15,18.417,-70.017
24572-0-430ACCAMEEFFELS2CAI-1,24572,11/4/2018,0,ACCELERATED INTERNATIONAL FOWARDERS,AMERICAN EMBASSY,MIAMI - FL,USA,884.06,EFFETS PERSONNELS,2,CAISSES,HANSA AUGSBURG,84,SEABOARD MARINE,1,0,1,884.06,25.77389,-80.193886
24660-7-437SHANOVROUYEE51PAL-1,24660,11/5/2018,7,SHANDONG TAIYUE METAL TECHNOLOGY LTD,NOVAMAT SA,NINGBO,CHINA,179460,"ROULEAUX METALLIQUES,BANDE DEPLOYEE",51,PALETTES,NEW YORK TRADER,18143E,COSCO SHIPPING,1,7,0,179460,29.878185,121.54945
24751-20-4320HEIBRABIERES246CAR-1,24751,11/6/2018,20,HEINEKEN NEDERLAND SUPPLY,BRASSERIE NATIONALE D'HAITI SA,ANTWERP,BELGIUM,319505,BIERES,24630,CARTON,CFS PAFILIA,ORU0,CMA/CGM,1,20,0,319505,51.216667,4.416667
24835-1-431CONLESMATRES1PIE-2,24835,11/6/2018,1,CONCEPT IN FREIGHT,LES ENTREPRISES PLASTECH HAITI SA,PORT EVERGLADES - FL,USA,9806.49,MATERIELS ELECTRIQUES ET ACCESSOIRE,1,PIECES,DELPHINUS,51S,KING OCEAN SERVICES,0.333333333,0.333333333,0,3268.83,26.096666,-80.1275
24922-0-430EXIETEPREAGE1SKI-1,24922,11/9/2018,0,EXIMPORT INT'L SALES-USA,ETE ENGINEERING AND CONSTRUCTION,MIAMI - FL,USA,288,PREPARATIION POUR NETTOYAGE,1,"SKID, CALE, TRAINEAU",SARA EXPRESS,669S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,288,25.77389,-80.193886
25006-1-431CERASSJUSMES165CAR-1,25006,11/11/2018,1,CERES FRUIT JUICES (PTY) LTD,ASSOCIATED FOOD DISTRIBUTORS SA,CAPE TOWN,SOUTH AFRICA,21621.6,JUS DE FRUITS ET DE LEGUMES,1650,CARTON,NADJA,0NG0IW1MA,CMA/CGM,1,1,0,21621.6,-33.92584,18.423218
25099-1-431PHOEKOMARLES107PIE-1,25099,11/11/2018,1,PHOENIX INTERNATIONAL FORWARDERS INC,EKO DEPOT SA,MIAMI - FL,USA,17993,MARCHANDISE GENERALE,107,PIECES,SAN AMERIGO,13,SEABOARD MARINE,1,1,0,17993,25.77389,-80.193886
25196-1-431NINPARGARTRE153CAR-1,25196,11/12/2018,1,NINGGUO FEIYING AUTO SPARE PARTS,PARTICULIER,WUHU,CHINA,27642,"GARNITURE FRICTION (PLAQUE.) POUR FREIN,EN AMIANTE OU  AUTRE",1533,CARTON,ARKADIA,069N,EVERGREEN,1,1,0,27642,31.14607,118.57069
25285-2-432SHAMODETONON255BAL-1,25285,11/12/2018,2,SHANGHAI SHENDA IMP EXP CO LTD,MODAS GLORIA APPAREL SA (MGA SA),SHANGHAI,CHINA,8291,"ETOFFES EN LAINE,COTTON,POILS FINS EN BONNETERIE /NON",255,BALLES,ARKADIA,069N,MAERSK LINE,1,2,0,8291,31.045555,121.39972
25374-40-4340FOOFOORIZRIZ160SAC-1,25374,11/13/2018,40,FOOD FOR THE POOR,FOOD FOR THE POOR,KAOHSIUNG,TAIWAN,801920,RIZ,16000,"SACS, SACHETS",CFS PAFILIA,0RU0ER1MA,CMA/CGM,1,40,0,801920,22.613333,120.279167
25466-1-431HOMCLOCONURS248CAR-1,25466,11/14/2018,1,HOMA APPLIANCES CO LTD,CLOXA IMPORT EXPORT SA,CHIWAN,CHINA,6696,CONGELATEURS,248,CARTON,CFS PACORA,321H,HAPAG-LLOYD,1,1,0,6696,22.482086,113.885025
25552-1-431PARJEAEFFELS101PIE-2,25552,11/14/2018,1,PARTICULIER,JEAN CHEVALIER SANON,HALIFAX,CANADA,10000,EFFETS PERSONNELS,101,PIECES,CFS PACORA,321E,ZIM LINES,0.5,0.5,0,5000,44.65,-63.6
25643-1-431CPGAMBMATURE532PIE-1,25643,11/16/2018,1,CPG GROUP CORP,AMBIANCE AND CREATION,MIAMI - FL,USA,5872,MATIERES PREMIERES POUR INDUSTRIE DE FABRICATION DE PEINTURE,532,PIECES,SARA EXPRESS,670S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,5872,25.77389,-80.193886
25728-14-4314CROENMCONDES14UNI-1,25728,11/17/2018,14,CROWLEY LINER SERVICES INC,ENMARCOLDA SA,PORT EVERGLADES - FL,USA,14000,CONTENEURS VIDES,14,UNITES,RUNA,090N,"CROWLEY LINER SERVICES,INC",1,14,0,14000,26.096666,-80.1275
25814-1-431GLOAMBMATQUE96PAQ-1,25814,11/19/2018,1,GLOBAL AFFAIRS CANADA (GAC),AMBASSADE DU CANADA,MONTREAL,CANADA,3383.5,MATERIEL DIPLOMATIQUE,96,"PAQUET, COLIS",MSC WESER,845A,MEDITERRANEAN SHIPPING CO,1,1,0,3383.5,45.5,-73.583336
25896-1-431BLUPAREFFELS1LOT-1,25896,11/19/2018,1,BLUE OCEAN FREIGHT,PARTICULIER,NORFOLK - VA,USA,12200,EFFETS PERSONNELS,1,LOTS,SAN AMERIGO,13N,SEABOARD MARINE,1,1,0,12200,42.119446,-71.325554
25993-1-431SINRENPROIER203PAL-1,25993,11/20/2018,1,SINO EAST STEEL GROUP CO LTD,RENE SERVICES,TIANJIN,CHINA,26900,PROFILE D'ANGLE EN FER OU EN ACIER,203,PALETTES,ARKADIA,070N,EVERGREEN,1,1,0,26900,39.142223,117.17667
26086-1-431ALLARCAIDSES298PIE-1,26086,11/20/2018,1,ALLIANCE INTERNATIONAL SHIPPING LLC,ARCHEVECHE DE PORT-AU-PRINCE,PORT EVERGLADES - FL,USA,23904.32,AIDES HUMANITAIRES DIVERSES,298,PIECES,DELPHINUS,53S,KING OCEAN SERVICES,1,1,0,23904.32,26.096666,-80.1275
26171-1-431ABAMAIAIDRES132CAR-1,26171,11/21/2018,1,ABANDONED CHILDRENS FUND,MAINS SECOURABLE,PORT NEWARK ELIZABETH - NJ,USA,10000,AIDES ALIMENTAIRES,1320,CARTON,CFS PAFILIA,0RU0FR1MA,CMA/CGM,1,1,0,10000,40.68155,-74.1505
26260-1-431DAHLEBPNEUFS675PAQ-1,26260,11/21/2018,1,DAHNAY LOGISTCS PVT,LEBRUN SA,QINGDAO,CHINA,19267.88,PNEUMATIQUES NEUFS,675,"PAQUET, COLIS",VEGA OMEGA,797E,COSCO SHIPPING,1,1,0,19267.88,36.09861,120.37194
26358-0-430FLOCANPROEAU1PAL-1,26358,11/23/2018,0,FLORIDA PURCHASING AGENCY,CANNEX SA,MIAMI - FL,USA,497,PRODUITS POUR TRAITEMENT ET CONSERVATION D'EAU,1,PALETTES,SARA EXPRESS,671S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,497,25.77389,-80.193886
26445-1-431SEASEAVETILE4CAR-1,26445,11/25/2018,1,SEABOARD MARINE LTD,SEABOARD OF HAITI,MIAMI - FL,USA,32.65,VETEMENT DE TOUT GENRE CONFECTIONNE EN PRODUIT TEXTILE,4,CARTON,SAN AMERIGO,14,SEABOARD MARINE,1,1,0,32.65,25.77389,-80.193886
