id,fax_id,date,container,shipper,consignee,port,country2,weight,commodity,com_qty,com_unit,ship,voyage,carrier,shipments,container_total,shipments_vrac,weight_total,lat,lon
26540-6-436EMPSODSPATTI345PAQ-2,26540,11/26/2018,6,EMPRESAS CAROZZI SA,SODIPAL SA,SANTIAGO - CL,CHILE,101325.62,SPAGHETTI,3456,"PAQUET, COLIS",HANSA AUGSBURG,85BIS,SEABOARD MARINE,0.333333333,2,0,33775.20667,-33.45,-70.666664
26635-6-436SLODC OIGONS780SAC-1,26635,11/27/2018,6,SLOT FRANS & CO BV,DC IMPORT EXPORT,ANTWERP,BELGIUM,117930,OIGNONS,7800,"SACS, SACHETS",ARKADIA,071N,MAERSK LINE,1,6,0,117930,51.216667,4.416667
26724-0-430EXALA FOUEAU4CAR-1,26724,11/27/2018,0,EXACOMPTA,LA PAPETERIE LA PLEIADE SA,PARIS,FRANCE,75,FOURNITURES SCOLAIRES ET DE BUREAU,4,CARTON,CFS PAFILIA,0RU0GR1MA,CMA/CGM,1,0,1,75,48.864716,2.349014
26811-1-431UNITECRESIRE935SAC-1,26811,11/27/2018,1,UNITCARGO CONTAINER LINE,TECHNOPLAS SA,MIAMI - FL,USA,23898,"RESINES PETROLE,COUMARONE,POLYTERPENE,POLYSUFURE...,PRIMAIRE",935,"SACS, SACHETS",CFS PAFILIA,0RU0GR1MA,CMA/CGM,1,1,0,23898,25.77389,-80.193886
26903-1-431FUZANTAPPGER193CAR-1,26903,11/28/2018,1,FUZHOU SEKURU ELECTRICAL APPLIANCE CO LTD,ANTOINE KAWAS,FUZHOU,CHINA,23516.5,APPAREIL ELECTROMENAGER,1930,CARTON,ARKADIA,071N,EVERGREEN,1,1,0,23516.5,25.990454,119.449191
26995-1-431BASCHARIZRIZ100SAC-1,26995,12/1/2018,1,BASIC INDIA LTD,CHARLES ET CHARLES SA,MUNDRA,INDIA,25190,RIZ,1000,"SACS, SACHETS",MSC ZEBRA,UT847A,MEDITERRANEAN SHIPPING CO,1,1,0,25190,22.85,69.73333
27085-1-431CHACHAEFFELS4PAL-1,27085,12/2/2018,1,CHATELAIN CARGO SERVICES INC,CHATELAIN CARGO SERVICES INC,MIAMI - FL,USA,994.27,EFFETS PERSONNELS,4,PALETTES,HANSA AUGSBURG,86,SEABOARD MARINE,1,1,0,994.27,25.77389,-80.193886
27172-0-430FRAFRAELEURE2PAL-3,27172,12/3/2018,0,FRANCOIS MURAT EXCELLENT SA,FRANCOIS MURAT EXCELLENT SA,MIAMI - FL,USA,1908,ELECTRODE DE SOUDURE,2,PALETTES,SARA EXPRESS,672S,ANTILLEAN MARINE SHIPPING  CORP,0.2,0,0.2,381.6,25.77389,-80.193886
27257-1-431CASETOSORINS1CON-1,27257,12/5/2018,1,CASTEL SHIPPING LINE INC,ETOILE DU NORD SA,PORT NEWARK ELIZABETH - NJ,USA,20647.87,SORGHO A GRAINS,1,CONTENEUR,CFS PAFILIA,0RU0HR1MA,CMA/CGM,1,1,0,20647.87,40.68155,-74.1505
27345-1-431CSITROBOUQUE720PAQ-1,27345,12/5/2018,1,CSI CLOSURE SYSTEMS MFG CA SRL,TROPIC SA,SHANGHAI,CHINA,9702.34,BOUCHON EN PLASTIQUE,720,"PAQUET, COLIS",TAJUMULCO,147E,COSCO SHIPPING,1,1,0,9702.34,31.045555,121.39972
27431-4-434CARUNIEFFELS144PIE-1,27431,12/6/2018,4,CARIBBEAN EXPRESS LINE,UNION EXPRESS CARGO SERVICES,MONTREAL,CANADA,59650,EFFETS PERSONNELS,1440,PIECES,CFS PAGOLA,205E,ZIM LINES,1,4,0,59650,45.5,-73.583336
27518-3-433JOHFEFSANLES124CAR-1,27518,12/7/2018,3,JOHN & JEFF INTERNATIONAL TRADE CO,FEFE SERVICES,DALIAN,CHINA,63045,"SANDALES,PANTOUFLES",1243,CARTON,ARKADIA,072N,EVERGREEN,0.5,1.5,0,31522.5,38.912224,121.60222
27616-2-432CERDADBIERES336CAI-1,27616,12/7/2018,2,CERVECERIA NACIONAL DOMINICANA SA,DADESKY IMP/EXP,RIO HAINA,DOMINICAN REPUBLIC,46964,BIERES,3360,CAISSES,PEGASUS,096N,"CROWLEY LINER SERVICES,INC",1,2,0,46964,18.417,-70.017
27706-0-430T &TRADESENT2PAL-1,27706,12/7/2018,0,T & C SUPPLY INC,TRANS WORLD TRADING CO SA,MIAMI - FL,USA,445,"DESINFECTANTS, DETERGENT",2,PALETTES,SARA EXPRESS,673S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,445,25.77389,-80.193886
27794-1-431TRAPARMARLES100PIE-1,27794,12/9/2018,1,TRANSMARK MARINE LINE,PARTICULIER,PORT NEWARK ELIZABETH - NJ,USA,6500,MARCHANDISE GENERALE,100,PIECES,TRINIDAD TRADER,123,HAPAG-LLOYD,1,1,0,6500,40.68155,-74.1505
27879-4-434AIRFEFMARLES722CAR-1,27879,12/10/2018,4,AIR ET MER HAITI CARGO,FEFE SERVICES,MANZANILLO - PA,PANAMA,20000,MARCHANDISE GENERALE,722,CARTON,VEGA OMEGA,800N,"CROWLEY LINER SERVICES,INC",0.5,2,0,10000,9.364915,-79.88098
27968-0-430VANBRAEXTRES4CAR-1,27968,12/11/2018,0,VANGUARD LOGISTICS,BRASSERIE NATIONALE D'HAITI SA,PORT EVERGLADES - FL,USA,1703,"EXTRAITS, ESSENCES ET CONCENTRES",4,CARTON,DELPHINUS,56S,KING OCEAN SERVICES,1,0,1,1703,26.096666,-80.1275
28055-1-431COMVALCLIEUR102CAR-1,28055,12/12/2018,1,COMPAGNIE FRANCAISE D'ETUDES ET D'ENTREPRISE,VALERIO CANEZ SA,SHEKOU,CHINA,5118.5,CLIMATISEUR,102,CARTON,CFS PAFILIA,0RU0IR1MA,CMA/CGM,1,1,0,5118.5,22.488203,113.91582
28146-1-431GARUNIEFFELS152PAQ-1,28146,12/16/2018,1,GARDY DOMINIQUE,UNION EXPRESS CARGO SERVICES,MONTREAL,CANADA,10000,EFFETS PERSONNELS,152,"PAQUET, COLIS",AS CLEOPATRA,849A,MEDITERRANEAN SHIPPING CO,1,1,0,10000,45.5,-73.583336
28233-1-431MAYMINFRUAIS628PIE-1,28233,12/16/2018,1,MAYRSOHN INTERNATIONAL,MINUJUSTH (MISSION DES NATIONS UNIS POUR LA JUSTICE HA.,MIAMI - FL,USA,17988,FRUITS FRAIS,628,PIECES,HANSA AUGSBURG,87,SEABOARD MARINE,1,1,0,17988,25.77389,-80.193886
28326-2-432MCFFOOMOBINE226CAR-2,28326,12/17/2018,2,MCFEE GROUP LLC,FOOD FOR THE POOR,DALIAN,CHINA,32910,MOBILIER ET FAUTEUIL POUR LA MEDECINE,226,CARTON,ARKADIA,073N,EVERGREEN,0.5,1,0,16455,38.912224,121.60222
28417-2-432MAJJIMAILILS520SAC-1,28417,12/17/2018,2,MAJOR PRODUCTS CO LTD,JIMMY NAZAIRE IMP-EXP,QINGDAO,CHINA,58000,AILS,5200,"SACS, SACHETS",ARKADIA,073N,MAERSK LINE,1,2,0,58000,36.09861,120.37194
28502-1-431BCSMIDEFFELS275PIE-1,28502,12/17/2018,1,BCS RAGS LLC,MIDA SERVICES,MIAMI - FL,USA,15876,EFFETS PERSONNELS,275,PIECES,SARA EXPRESS,674S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,15876,25.77389,-80.193886
28592-0-430BROMSCMATION8PAL-1,28592,12/18/2018,0,BROWN USA,MSC TRADING SA,PORT EVERGLADES - FL,USA,3221.41,MATERIAUX DE CONSTRUCTION,8,PALETTES,DELPHINUS,57S,KING OCEAN SERVICES,1,0,1,3221.41,26.096666,-80.1275
28672-1-431HUMCONAIDSES173PAQ-1,28672,12/19/2018,1,HUMAN PLUS E V,CONGREGATION DE LA MISSION,ANTWERP,BELGIUM,12016,AIDES HUMANITAIRES DIVERSES,173,"PAQUET, COLIS",CFS PAFILIA,0RU0JR1MA,CMA/CGM,1,1,0,12016,51.216667,4.416667
28763-2-432WISMIKBOIRES36PAL-1,28763,12/19/2018,2,WISDOM CHAIN RESOURCES HK LTD,MIKE DISTRIBUTION,HONG KONG,CHINA,56000,"BOIS CONTRE-PLAQUES,PLAQUES,STRATIFIES SIMILAIRES",36,PALETTES,NEW YORK TRADER,18149E,COSCO SHIPPING,1,2,0,56000,22.283333,114.15
28854-1-431CARUNIEFFELS381PIE-1,28854,12/20/2018,1,CARIBBEAN EXPRESS LINE,UNION EXPRESS CARGO SERVICES,HALIFAX,CANADA,12700,EFFETS PERSONNELS,381,PIECES,CFS PAGOLA,207E,ZIM LINES,1,1,0,12700,44.65,-63.6
28940-2-432MO ECOVIS...648PIE-1,28940,12/21/2018,2,MO STEEL FABRICATOR & ERECTOR INC,ECOCADE,PORT EVERGLADES - FL,USA,13154.17,"VIS, ECROU, CROHET, TIRE-FOND, RONDELLE (RESSORT), CLAVETTE",6480,PIECES,PEGASUS,100N,"CROWLEY LINER SERVICES,INC",0.5,1,0,6577.085,26.096666,-80.1275
29024-0-430TRUQUIPEIUX)5PAL-1,29024,12/21/2018,0,TRUE VALUE MAKITA LATIN AMERICA USA,QUINCAILLERIE NOUVELLE SA,MIAMI - FL,USA,6191,"PEINTURE, VERNIS A BASE DE POLYMERES (MILIEU AQUEUX)",5,PALETTES,SARA EXPRESS,675S,ANTILLEAN MARINE SHIPPING  CORP,0.5,0,0.5,3095.5,25.77389,-80.193886
29107-4-434AMAMIMHUIEUR120PAQ-1,29107,12/23/2018,4,AMALIE OIL CO,MIMA SA,MIAMI - FL,USA,85721.3,"HUILES LUBRIFIANTES, DE PETROLE POUR MOTEUR",120,"PAQUET, COLIS",SAN AMERIGO,16,SEABOARD MARINE,0.5,2,0,42860.65,25.77389,-80.193886
29201-2-432FRILESVIAFRI360CAR-1,29201,12/24/2018,2,FRIGORIFICO AVICOLA VOTUPORANGA LTD,LES ALIMENTS CONGELES SA,SANTOS,BRAZIL,27864,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",3600,CARTON,ARKADIA,074N,SEALAND,1,2,0,27864,-23.95,-46.333332
29294-39-4339FRIANTLAICRE806CAR-1,29294,12/24/2018,39,FRIESLANDCAMPINA,ANTONIO HANDAL & CO,ROTTERDAM,NETHERLANDS,495936,LAIT CONCENTRE NON SUCRE,80640,CARTON,TAJUMULCO,18150,HAPAG-LLOYD,1,39,0,495936,51.916668,4.5
29380-2-432JOHMICMARLES345BAL-2,29380,12/26/2018,2,JOHN & JEFF INTERNATIONAL TRADE CO,MICHOU DEPOT,NINGBO,CHINA,28850.9,MARCHANDISE GENERALE,345,BALLES,ARKADIA,074N,EVERGREEN,0.5,1,0,14425.45,29.878185,121.54945
29468-1-431DUGTOPPOIENT182PAL-1,29468,12/26/2018,1,DUGUAY FISH PACKERS LTD,TOPCO HAITI SA,HALIFAX,CANADA,27192,"POISSONS SECHES, SALES, POISSONS FUMES, CONSERVES AUTREMENT",1820,PALETTES,CFS PACORA,327E,ZIM LINES,1,1,0,27192,44.65,-63.6
29563-1-431SPEUNIACCIES3PAQ-1,29563,12/27/2018,1,SPED INT RA SRL AS,UNITED PLASTICS,LIVORNO,ITALY,3804,"ACCESSOIRE INFORMATIQUES, ELECTRONIQUES ET PARTIES",3,"PAQUET, COLIS",CFS PAFILIA,0RU0KR1MA,CMA/CGM,1,1,0,3804,43.55,10.316667
29652-2-432CHADELMARLES60PIE-1,29652,12/30/2018,2,CHATELAIN CARGO SERVICES INC,DELIMART SA,MIAMI - FL,USA,9257.37,MARCHANDISE GENERALE,60,PIECES,HANSA AUGSBURG,88,SEABOARD MARINE,1,2,0,9257.37,25.77389,-80.193886
29741-1-431AIRCARHUIQUE2PAL-1,29741,1/1/2019,1,AIR COMPRESSOR WORKS INC,CARIBBEAN BOTTLING COMPANY SA,MIAMI - FL,USA,240,HUILE SYNTHETIQUE,2,PALETTES,SARA EXPRESS,676S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,240,25.77389,-80.193886
29825-1-431CARGAYEFFELS240PIE-2,29825,1/3/2019,1,CARIBBEAN EXPRESS LINE,GAYDEM MARINE SYSTEMS LTD,MONTREAL,CANADA,12038,EFFETS PERSONNELS,240,PIECES,CFS PAGOLA,209E,ZIM LINES,0.5,0.5,0,6019,45.5,-73.583336
29919-20-4320ASONABSUCRES200SAC-1,29919,1/3/2019,20,ASOCIACION DE AZUCAREROS DE GUATEMALA,NATIONAL BAG AND TRADING CO SA,SANTO THOMAS,GUATEMALA,500500,SUCRES,20000,"SACS, SACHETS",VEGA ZETA,803H,HAPAG-LLOYD,1,20,0,500500,15.68666392,-88.60749757
30018-1-431SMGSEJEXTRES373PAL-1,30018,1/5/2019,1,SMG COMERCIAL SA,SEJOURNE SA,PARIS,FRANCE,14868,"EXTRAITS, ESSENCES ET CONCENTRES",373,PALETTES,ARKADIA,075N,EVERGREEN,1,1,0,14868,48.864716,2.349014
30117-2-432LOMLESVIAFRI400CAI-1,30117,1/5/2019,2,LOMI GLOBAL FOODS LLC,LES ALIMENTS CONGELES SA,SAVANNAH - GA,USA,58060.42,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",4000,CAISSES,ARKADIA,075N,SEALAND,1,2,0,58060.42,32.083332,-81.1
30211-1-431MABVALFOUGER84CAR-1,30211,1/7/2019,1,MABE SA DE CV,VALERIO CANEZ SA,VERACRUZ,MEXICO,4956,FOUR MENAGER,84,CARTON,HANSA AUGSBURG,88BIS,SEABOARD MARINE,1,1,0,4956,14.916667,-88.78333
30300-9-439UNILE OUVNSE104ROU-1,30300,1/10/2019,9,UNIGAIN TRADING CO LTD,LE FLAMENGO IMPORT EXPORT SA,NINGBO,CHINA,232016,"OUVRAGES EN METAUX, ANSE",104,"ROULEAUX, BOBINE",NEW YORK TRADER,18152E,COSCO SHIPPING,0.5,4.5,0,116008,29.878185,121.54945
30385-1-431LANSODEFFELS213CAR-1,30385,1/11/2019,1,LANCA SALES INC,SODISA SA,PORT NEWARK ELIZABETH - NJ,USA,11805.54,EFFETS PERSONNELS,2132,CARTON,CFS PAFILIA,0RU0MR1MA,CMA/CGM,1,1,0,11805.54,40.68155,-74.1505
30479-22-4322C.INABSUCRES115SAC-1,30479,1/11/2019,22,CI DE AZUCARES Y MIELES SA,NATIONAL BAG AND TRADING CO SA,CARTAGENA,COLOMBIA,551465,SUCRES,11500,"SACS, SACHETS",MSC ZEBRA,UT901A,MEDITERRANEAN SHIPPING CO,1,22,0,551465,10.399722,-75.51444
30570-1-431CARJEAEFFELS183PIE-1,30570,1/11/2019,1,CARIBBEAN EXPRESS LINE,JEAN CHEVALIER SANON,HALIFAX,CANADA,10648,EFFETS PERSONNELS,183,PIECES,CFS PACORA,329E,ZIM LINES,1,1,0,10648,44.65,-63.6
30660-1-431BENTHEAIDSES40PIE-1,30660,1/13/2019,1,BEN FREDERICO FREIGHT CONSOLIDATOR INC,THE GRANT FONDATION,MIAMI - FL,USA,7483.37,AIDES HUMANITAIRES DIVERSES,40,PIECES,HANSA AUGSBURG,89,SEABOARD MARINE,1,1,0,7483.37,25.77389,-80.193886
30753-1-431AJCLESVIAEES250CAR-1,30753,1/15/2019,1,AJC INTERNATIONAL INC,LES ALIMENTS CONGELES SA,BARCELONA,SPAIN,25950,VIANDES DE PORC FRAICHES OU REFRIGEREES OU CONGELEES,2500,CARTON,ARKADIA,076N,MAERSK LINE,1,1,0,25950,41.398373,2.1741
30849-1-431JINDC AILILS254SAC-1,30849,1/15/2019,1,JINING TRANS-HIGH TRADING CO LTD,DC IMPORT EXPORT,QINGDAO,CHINA,28000,AILS,2545,"SACS, SACHETS",CFS PAGOLA,221E,ZIM LINES,1,1,0,28000,36.09861,120.37194
30942-2-432SICBMFPNETTE136CAR-1,30942,1/16/2019,2,SICHUAN YUANXING RUBBER CO LTD,BMF ENTREPRISE,CHONGQING,CHINA,44068.6,PNEUMATIQUES NEUFS POUR MOTOCYCLETTE,1362,CARTON,ARKADIA,076N,EVERGREEN,1,2,0,44068.6,29.562778,106.55278
31040-0-430EQUPAREFFELS2PIE-1,31040,1/18/2019,0,EQUIPMENT BROKERS,PARTICULIER,MIAMI - FL,USA,254,EFFETS PERSONNELS,2,PIECES,BABUN EXPRESS,090S,ANTILLEAN MARINE SHIPPING  CORP,1,0,1,254,25.77389,-80.193886
31123-9-439COMVALCONURS132CAR-1,31123,1/18/2019,9,COMPAGNIE FRANCAISE D'ETUDES ET D'ENTREPRISE,VALERIO CANEZ SA,PORT NEWARK ELIZABETH - NJ,USA,53738.17,CONGELATEURS,1320,CARTON,CFS PAFILIA,0RU0NRIMA,CMA/CGM,0.5,4.5,0,26869.085,40.68155,-74.1505
31214-4-434GERHAIVIAFRI677CAI-1,31214,1/20/2019,4,GERBER AGRI INTERNATIONAL LLC,HAITI FOOD SUPPLY SA,MIAMI - FL,USA,80100.97,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",6776,CAISSES,SAN AMERIGO,18,SEABOARD MARINE,0.5,2,0,40050.485,25.77389,-80.193886
31301-1-431MAUSWIRECMES247PAQ-1,31301,1/21/2019,1,MAURIA UDYOG LTD,SWITCH SA,NHAVA SHEVA,INDIA,10923,"RECIPIENT, RESERVOIR A GAZ LIQUEFIES OU COMPRIMES",2475,"PAQUET, COLIS",MSC BELLE,901A,MEDITERRANEAN SHIPPING CO,1,1,0,10923,18.975,72.825836
31396-3-433WILBRAEXTRES199PIE-1,31396,1/22/2019,3,WILD FLAVORS INC,BRASSERIE NATIONALE D'HAITI SA,MIAMI - FL,USA,39238.54,"EXTRAITS, ESSENCES ET CONCENTRES",1998,PIECES,VEGA ZETA,806H,HAPAG-LLOYD,1,3,0,39238.54,25.77389,-80.193886
31488-2-432QUACRICOUEBE345CAR-1,31488,1/25/2019,2,QUANZHOU TIANJIAO LADY & BABY'S,CRISTO SA,NINGBO,CHINA,21500,COUCHE POUR BEBE,3450,CARTON,ARKADIA,077N,EVERGREEN,1,2,0,21500,29.878185,121.54945
31580-2-432FUMCRIINSIDE467CAR-1,31580,1/25/2019,2,FUMAKILLA VIETNAM PTE LTD,CRISTO SA,DONG NAI,VIETNAM ,46957.34,"INSECTICIDES,ANTIRONGEUR,FONGICIDE,HERBICIDE",4679,CARTON,CFS PAFILIA,0RU0OR1MA,CMA/CGM,1,2,0,46957.34,18.1,106.333336
31674-1-431MISARCEFFELS12PIE-1,31674,1/25/2019,1,MISSIONARY EXPEDITERS INC,ARCHEVECHE DE PORT-AU-PRINCE,PORT NEWARK ELIZABETH - NJ,USA,6787,EFFETS PERSONNELS,12,PIECES,SARA EXPRESS,679S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,6787,40.68155,-74.1505
31761-3-433WALSOGVIAFRI420CAI-1,31761,1/27/2019,3,WALTKOCH LTD,SOGEDIPA SA,MIAMI - FL,USA,76206,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",4200,CAISSES,HANSA AUGSBURG,90,SEABOARD MARINE,1,3,0,76206,25.77389,-80.193886
31853-1-431ZIBJBESERGUE340CAR-1,31853,1/28/2019,1,ZIBO EASTMED HEALTHCARE,JBE ENTERPRISE,SHANGHAI,CHINA,4900,SERINGUE,340,CARTON,CFS PANJANG,105E,ZIM LINES,1,1,0,4900,31.045555,121.39972
31947-6-436IMBBRAREFRES180PIE-1,31947,1/28/2019,6,IMBERA SA DE CV,BRASSERIE NATIONALE D'HAITI SA,VERACRUZ,MEXICO,18880,REFROIDISSEUR D'EAU  ET ACCESSOIRE,180,PIECES,YERUPAJA,19003H,HAPAG-LLOYD,1,6,0,18880,14.916667,-88.78333
32044-1-431CYGIBOMATION492PIE-1,32044,2/1/2019,1,CYG INTERNATIONAL,IBO KINKAY SA,HALIFAX,CANADA,6179,MATERIAUX DE CONSTRUCTION,492,PIECES,CFS PANJANG,106E,ZIM LINES,1,1,0,6179,44.65,-63.6
32133-2-432HAIINTTISILE127ROU-1,32133,2/2/2019,2,HAINING OTEX TEXTILE CO LTD,INTERAMERICAN WOVENS,HANGZHOU,CHINA,31000,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,1278,"ROULEAUX, BOBINE",ARKADIA,078N,EVERGREEN,1,2,0,31000,30.29365,120.16142
32232-6-436ALBCARVERSSE73CAR-1,32232,2/2/2019,6,ALBERT KUNSTMANN,CARIBBEAN STANDARD GLASS MFG SA,CHIWAN,CHINA,141897,"VERRE POUR BATIMENT, CONSTRUCTION, DECORATION, VERRE MOUSSE",73,CARTON,CFS PAFILIA,0RU0PR1,CMA/CGM,1,6,0,141897,22.482086,113.885025
32325-1-431NAVWORAIDRES110CAR-1,32325,2/3/2019,1,NAVIGATION NETWORK INC,WORLD HARVEST FOR CHURCH,BALTIMORE - MD,USA,17690.1,AIDES ALIMENTAIRES,1100,CARTON,MSC ZEBRA,904A,MEDITERRANEAN SHIPPING CO,1,1,0,17690.1,39.29028,-76.6125
32412-2-432MABVALRECGAZ81CAR-1,32412,2/4/2019,2,MABE SA DE CV,VALERIO CANEZ SA,VERACRUZ,MEXICO,7117,RECHAUD GAZ,81,CARTON,HANSA AUGSBURG,90BIS,SEABOARD MARINE,0.5,1,0,3558.5,14.916667,-88.78333
32510-1-431AIRMICMARLES580CAR-1,32510,2/5/2019,1,AIR ET MER HAITI CARGO,MICHOU IMP/EXP,MANZANILLO - PA,PANAMA,10000,MARCHANDISE GENERALE,580,CARTON,TAJUMULCO,004N,"CROWLEY LINER SERVICES,INC",1,1,0,10000,9.364915,-79.88098
32601-1-431(EMLA CARINE612CAR-1,32601,2/8/2019,1,EMPRESA BRASILEIRA DE MATERIAIS DE CONSTRUCAO LT,LA MENAGERE SA,SANTOS,BRAZIL,26474.5,"CARREAU, DALLE DE REVETEMENT, EN CERAMIQUE, MOSAIQUE, PORCELAINE",612,CARTON,MSC WESER,905A,MEDITERRANEAN SHIPPING CO,1,1,0,26474.5,-23.95,-46.333332
32692-1-431MONDISSUCACH140CAI-1,32692,2/9/2019,1,MONDELEZ MEXICO,DISPRODAL SA,VERACRUZ,MEXICO,18281.48,"SUCRERIES SANS CACAO (Y COMPRIS CHOCOLAT BLANC),GOMME A MACH",1404,CAISSES,ARKADIA,079N,SEALAND,1,1,0,18281.48,14.916667,-88.78333
32784-1-431CHOCODCOUEBE166CAR-1,32784,2/10/2019,1,CHONGQING BAIYA SANITARY PRODUCTS,CODIGEL SA,CHONGQING,CHINA,10690,COUCHE POUR BEBE,1668,CARTON,ARKADIA,079N,EVERGREEN,1,1,0,10690,29.562778,106.55278
32872-2-432WALSOGVIAFRI325CAI-1,32872,2/10/2019,2,WALTKOCH LTD,SOGEDIPA SA,MIAMI - FL,USA,50899,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",3252,CAISSES,HANSA AUGSBURG,91,SEABOARD MARINE,1,2,0,50899,25.77389,-80.193886
32956-3-433BOSSOGVIAFRI270CAR-1,32956,2/12/2019,3,BOSTON AGREX INC,SOGEDIPA SA,NORFOLK - VA,USA,75407,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2700,CARTON,CFS PACORA,332E,ZIM LINES,0.5,1.5,0,37703.5,42.119446,-71.325554
33045-1-431LUCCOMPAPIUM20CAR-1,33045,2/13/2019,1,LUCKETT HOLDINGS INC,COMPAGNIES DES TABACS COMME IL FAUT SA,MIAMI - FL,USA,16730,PAPIER ALUMINIUM,20,CARTON,CAMPECHE BAY,004S,ANTILLEAN MARINE SHIPPING  CORP,1,1,0,16730,25.77389,-80.193886
33131-1-431OREPARVOIION4UNI-1,33131,2/16/2019,1,ORELIEN FELIX,PARTICULIER,WILLEMSTAD,NETHERLANDS ANTILLES,2000,VOITURE D'OCCASION,4,UNITES,CFS PAFILIA,0RU0RR1,CMA/CGM,0.5,0.5,0,1000,12.1084,-68.93354
33227-1-431QINDISPNEUFS955PAL-1,33227,2/19/2019,1,QINGDAO GENCO INDUSTRIAL GROUP CO LTD,DISTRIBUTION PARTS & CO SA,QINGDAO,CHINA,15820,PNEUMATIQUES NEUFS,955,PALETTES,ARKADIA,040E,COSCO SHIPPING,1,1,0,15820,36.09861,120.37194
33323-1-431ZHESILTISILE713PIE-1,33323,2/19/2019,1,ZHEJIANG BADA SPORT INC,SILVER LINING SA,NINGBO,CHINA,18118.7,TISSUS ET ETOFFES POUR INDUSTRIE TEXTILE,713,PIECES,ARKADIA,080N,EVERGREEN,1,1,0,18118.7,29.878185,121.54945
33417-1-431PROSODBOIEES207CAI-1,33417,2/20/2019,1,PROEX DRINKS GROUP SA,SODIPAL SA,VALENCIA,SPAIN,17671.5,BOISSON ALCOOLISEES,2079,CAISSES,CFS PAGOLA,216H,HAPAG-LLOYD,1,1,0,17671.5,39.466667,-0.375
33506-1-431ECUETSEFFELS5PAQ-1,33506,2/22/2019,1,ECU WORLDWIDE,ETS JB VITAL SA,MIAMI - FL,USA,999,EFFETS PERSONNELS,5,"PAQUET, COLIS",CFS PAFILIA,0RU0,CMA/CGM,1,1,0,999,25.77389,-80.193886
33597-6-436PARPARVOIION3UNI-1,33597,2/22/2019,6,PARTICULIER,PARTICULIER,MIAMI - FL,USA,94704,VOITURE D'OCCASION,3,UNITES,HABIB EXPRESS,457S,ANTILLEAN MARINE SHIPPING  CORP,0.5,3,0,47352,25.77389,-80.193886
33689-1-431SINCANANTIES43PAL-1,33689,2/23/2019,1,SINUTA,CANAL + HAITI,ESTAPREJA,PORTUGAL,20240,"ANTENNE, ACCESSOIRE ET PARTIES",43,PALETTES,MSC ZEBRA,UT907A,MEDITERRANEAN SHIPPING CO,1,1,0,20240,40.75648,-8.572074
33778-1-431INTSOGVIAFRI250CAR-1,33778,2/26/2019,1,INTERMEATS LIMITED,SOGEDIPA SA,BARCELONA,SPAIN,26345.2,"VIANDES ET ABATS DE VOLAILLES (POULES, COQS DINDES) REFRI",2504,CARTON,CFS PACORA,334H,HAPAG-LLOYD,1,1,0,26345.2,41.398373,2.1741
33867-1-431THETHETOILIS1CAR-2,33867,2/26/2019,1,THE WILLBES & CO LTD,THE WILLBES HAITIAN SA,BUSAN,SOUTH KOREA,4170,"TOILE METALLIQUE,GRILLAGE ET TRELLIS",1,CARTON,CFS PACORA,334E,ZIM LINES,0.5,0.5,0,2085,35.10278,129.04028
33954-1-431MSCMSCMARLES51PIE-1,33954,3/1/2019,1,MSC TRADING,MSC TRADING SA,MIAMI - FL,USA,14903,MARCHANDISE GENERALE,51,PIECES,CAMPECHE BAY,006S,ANTILLEAN MARINE SHIPPING  CORP,0.5,0.5,0,7451.5,25.77389,-80.193886
34043-20-4320TANGK RIZRIZ208SAC-1,34043,3/2/2019,20,TANASAN RICE CO LTD,GK IMPORT EXPORT,KINGSTON,JAMAICA,521664,RIZ,20800,"SACS, SACHETS",CFS PAFILIA,0RU0TR,CMA/CGM,1,20,0,521664,17.995147,-76.7846006
34140-10-4310GLOCRILAICRE223CAR-1,34140,3/3/2019,10,GLORIA SA,CRISTO SA,LIMA,PERU,217215,LAIT CONCENTRE NON SUCRE,22340,CARTON,ARKADIA,081H,HAPAG-LLOYD,1,10,0,217215,-12.05,-77.05
34228-1-431SOUASSALILES196CAI-1,34228,3/3/2019,1,SOUTH FLORIDA FOODS INT'L INC,ASSOCIATED FOOD DISTRIBUTORS SA,MIAMI - FL,USA,18451.5,ALIMENTS CONGELES,1961,CAISSES,SAN AMERIGO,21,SEABOARD MARINE,1,1,0,18451.5,25.77389,-80.193886
